Chr	From	To	Copia	Gypsy	unknown	Total_LTR
Chr8	20100001	23100000	0.0387	0.1443	0.0383	0.2195
Chr8	20400001	23400000	0.0398	0.1547	0.0361	0.2289
Chr8	20700001	23700000	0.0456	0.1568	0.0386	0.2388
Chr8	21000001	24000000	0.0457	0.1720	0.0358	0.2509
Chr8	21300001	24300000	0.0395	0.1670	0.0361	0.2400
Chr8	21600001	24600000	0.0399	0.1688	0.0343	0.2404
Chr8	21900001	24900000	0.0383	0.1655	0.0316	0.2328
Chr8	22200001	25200000	0.0352	0.1530	0.0321	0.2176
Chr8	22500001	25500000	0.0369	0.1334	0.0308	0.1987
Chr8	22800001	25800000	0.0356	0.1278	0.0381	0.1991
Chr8	23100001	26100000	0.0334	0.1313	0.0377	0.2002
Chr8	23400001	26400000	0.0419	0.1206	0.0389	0.1991
Chr8	23700001	26700000	0.0330	0.1115	0.0364	0.1792
Chr8	24000001	27000000	0.0327	0.0908	0.0369	0.1589
Chr8	24300001	27300000	0.0348	0.0870	0.0359	0.1561
Chr8	24600001	27600000	0.0331	0.0796	0.0369	0.1481
Chr8	24900001	27900000	0.0363	0.0844	0.0356	0.1550
Chr8	25200001	28200000	0.0323	0.0835	0.0355	0.1498
Chr8	25500001	28500000	0.0318	0.0806	0.0372	0.1483
Chr8	25800001	28800000	0.0294	0.0822	0.0298	0.1401
Chr8	26100001	29080880	0.0269	0.0941	0.0418	0.1608
Chr9	1	3000000	0.0562	0.3600	0.0655	0.4782
Chr9	300001	3300000	0.0580	0.3263	0.0632	0.4431
Chr9	600001	3600000	0.0633	0.3122	0.0614	0.4328
Chr9	900001	3900000	0.0636	0.3108	0.0597	0.4305
Chr9	1200001	4200000	0.0687	0.3252	0.0572	0.4478
Chr9	1500001	4500000	0.0624	0.3305	0.0563	0.4459
Chr9	1800001	4800000	0.0601	0.3136	0.0544	0.4245
Chr9	2100001	5100000	0.0549	0.3037	0.0556	0.4101
Chr9	2400001	5400000	0.0548	0.3260	0.0524	0.4281
Chr9	2700001	5700000	0.0587	0.3133	0.0488	0.4157
Chr9	3000001	6000000	0.0562	0.2923	0.0471	0.3909
Chr9	3300001	6300000	0.0552	0.3165	0.0397	0.4079
Chr9	3600001	6600000	0.0503	0.3030	0.0350	0.3847
Chr9	3900001	6900000	0.0500	0.3116	0.0397	0.3975
Chr9	4200001	7200000	0.0446	0.3026	0.0399	0.3833
Chr9	4500001	7500000	0.0392	0.3160	0.0403	0.3918
Chr9	4800001	7800000	0.0425	0.3106	0.0439	0.3925
Chr9	5100001	8100000	0.0440	0.3068	0.0462	0.3930
Chr9	5400001	8400000	0.0434	0.2655	0.0419	0.3484
Chr9	5700001	8700000	0.0481	0.2575	0.0401	0.3435
Chr9	6000001	9000000	0.0524	0.2545	0.0383	0.3433
Chr9	6300001	9300000	0.0532	0.2264	0.0394	0.3171
Chr9	6600001	9600000	0.0547	0.2400	0.0414	0.3342
Chr9	6900001	9900000	0.0530	0.2320	0.0387	0.3217
Chr9	7200001	10200000	0.0567	0.2341	0.0405	0.3293
Chr9	7500001	10500000	0.0604	0.2181	0.0393	0.3158
Chr9	7800001	10800000	0.0570	0.2570	0.0355	0.3483
Chr9	8100001	11100000	0.0581	0.2511	0.0352	0.3429
Chr9	8400001	11400000	0.0537	0.2689	0.0370	0.3579
Chr9	8700001	11700000	0.0436	0.2626	0.0396	0.3436
Chr9	9000001	12000000	0.0399	0.2497	0.0395	0.3268
Chr9	9300001	12300000	0.0421	0.2225	0.0402	0.3025
Chr9	9600001	12600000	0.0407	0.2108	0.0412	0.2902
Chr9	9900001	12900000	0.0439	0.2028	0.0430	0.2872
Chr9	10200001	13200000	0.0401	0.2353	0.0455	0.3178
Chr9	10500001	13500000	0.0357	0.2705	0.0599	0.3585
Chr9	10800001	13800000	0.0351	0.2647	0.0776	0.3646
Chr9	11100001	14100000	0.0311	0.2621	0.0739	0.3544
Chr9	11400001	14400000	0.0304	0.2493	0.0723	0.3397
Chr9	11700001	14700000	0.0309	0.2494	0.0700	0.3384
Chr9	12000001	15000000	0.0293	0.2543	0.0696	0.3412
Chr9	12300001	15300000	0.0268	0.2609	0.0720	0.3478
Chr9	12600001	15600000	0.0226	0.2485	0.0693	0.3287
Chr9	12900001	15900000	0.0185	0.2426	0.0671	0.3168
Chr9	13200001	16200000	0.0147	0.1992	0.0656	0.2685
Chr9	13500001	16500000	0.0173	0.1553	0.0534	0.2194
Chr9	13800001	16800000	0.0198	0.1281	0.0357	0.1816
Chr9	14100001	17100000	0.0200	0.1306	0.0406	0.1893
Chr9	14400001	17400000	0.0199	0.1290	0.0389	0.1858
Chr9	14700001	17700000	0.0198	0.1355	0.0382	0.1916
Chr9	15000001	18000000	0.0196	0.1352	0.0380	0.1910
Chr9	15300001	18300000	0.0226	0.1300	0.0332	0.1844
Chr9	15600001	18600000	0.0221	0.1246	0.0329	0.1781
Chr9	15900001	18900000	0.0200	0.1289	0.0349	0.1817
Chr9	16200001	19200000	0.0193	0.1362	0.0348	0.1882
Chr9	16500001	19500000	0.0178	0.1342	0.0343	0.1842
Chr9	16800001	19800000	0.0180	0.1138	0.0346	0.1643
Chr9	17100001	20100000	0.0201	0.1036	0.0305	0.1519
Chr9	17400001	20400000	0.0191	0.0969	0.0310	0.1446
Chr9	17700001	20700000	0.0192	0.0865	0.0324	0.1355
Chr9	18000001	21000000	0.0208	0.0760	0.0352	0.1294
Chr9	18300001	21300000	0.0205	0.0707	0.0363	0.1246
Chr9	18600001	21600000	0.0237	0.0703	0.0367	0.1278
Chr9	18900001	21900000	0.0244	0.0634	0.0351	0.1205
Chr9	19200001	22200000	0.0243	0.0590	0.0343	0.1154
Chr9	19500001	22500000	0.0244	0.0624	0.0326	0.1173
Chr9	19800001	22800000	0.0285	0.0752	0.0342	0.1360
Chr9	20100001	23100000	0.0262	0.0867	0.0331	0.1441
Chr9	20400001	23400000	0.0277	0.0990	0.0327	0.1574
Chr9	20700001	23454625	0.0267	0.1150	0.0313	0.1712
Chr10	1	3000000	0.0529	0.2438	0.0643	0.3577
Chr10	300001	3300000	0.0567	0.2187	0.0640	0.3363
Chr10	600001	3600000	0.0536	0.2306	0.0664	0.3477
Chr10	900001	3900000	0.0497	0.2644	0.0618	0.3736
Chr10	1200001	4200000	0.0465	0.2472	0.0488	0.3406
Chr10	1500001	4500000	0.0466	0.2494	0.0502	0.3444
Chr10	1800001	4800000	0.0474	0.2603	0.0491	0.3551
Chr10	2100001	5100000	0.0486	0.2853	0.0449	0.3769
Chr10	2400001	5400000	0.0405	0.3101	0.0412	0.3904
Chr10	2700001	5700000	0.0491	0.3260	0.0386	0.4121
Chr10	3000001	6000000	0.0499	0.3363	0.0379	0.4223
Chr10	3300001	6300000	0.0475	0.3600	0.0416	0.4474
Chr10	3600001	6600000	0.0536	0.3577	0.0358	0.4453
Chr10	3900001	6900000	0.0593	0.3133	0.0381	0.4089
Chr10	4200001	7200000	0.0591	0.3158	0.0435	0.4166
Chr10	4500001	7500000	0.0571	0.3456	0.0388	0.4398
Chr10	4800001	7800000	0.0551	0.3365	0.0400	0.4293
Chr10	5100001	8100000	0.0600	0.3405	0.0432	0.4409
Chr10	5400001	8400000	0.0628	0.3284	0.0457	0.4340
Chr10	5700001	8700000	0.0546	0.3748	0.0497	0.4755
Chr10	6000001	9000000	0.0501	0.4009	0.0502	0.4964
Chr10	6300001	9300000	0.0510	0.4096	0.0456	0.5009
Chr10	6600001	9600000	0.0415	0.4377	0.0470	0.5204
Chr10	6900001	9900000	0.0352	0.4854	0.0467	0.5617
Chr10	7200001	10200000	0.0365	0.4773	0.0429	0.5500
Chr10	7500001	10500000	0.0357	0.4751	0.0442	0.5483
Chr10	7800001	10800000	0.0351	0.5337	0.0448	0.6064
Chr10	8100001	11100000	0.0277	0.5581	0.0435	0.6222
Chr10	8400001	11400000	0.0293	0.5612	0.0377	0.6205
Chr10	8700001	11700000	0.0360	0.5058	0.0377	0.5725
Chr10	9000001	12000000	0.0326	0.4801	0.0371	0.5445
Chr10	9300001	12300000	0.0362	0.4711	0.0375	0.5393
Chr10	9600001	12600000	0.0396	0.4328	0.0390	0.5061
Chr10	9900001	12900000	0.0409	0.4091	0.0412	0.4858
Chr10	10200001	13200000	0.0420	0.4187	0.0440	0.4997
Chr10	10500001	13500000	0.0404	0.3820	0.0453	0.4626
Chr10	10800001	13800000	0.0388	0.3242	0.0444	0.4033
Chr10	11100001	14100000	0.0428	0.3039	0.0430	0.3852
Chr10	11400001	14400000	0.0373	0.3326	0.0483	0.4144
Chr10	11700001	14700000	0.0328	0.3676	0.0492	0.4449
Chr10	12000001	15000000	0.0333	0.3488	0.0500	0.4274
Chr10	12300001	15300000	0.0305	0.3232	0.0490	0.3987
Chr10	12600001	15600000	0.0361	0.3204	0.0476	0.4003
Chr10	12900001	15900000	0.0343	0.2847	0.0448	0.3599
Chr10	13200001	16200000	0.0315	0.2590	0.0458	0.3318
Chr10	13500001	16500000	0.0299	0.2678	0.0479	0.3411
Chr10	13800001	16800000	0.0303	0.2484	0.0471	0.3213
Chr10	14100001	17100000	0.0304	0.2273	0.0454	0.2993
Chr10	14400001	17400000	0.0307	0.1867	0.0415	0.2544
Chr10	14700001	17700000	0.0312	0.1368	0.0404	0.2049
Chr10	15000001	18000000	0.0353	0.1356	0.0392	0.2061
Chr10	15300001	18300000	0.0319	0.1442	0.0425	0.2141
Chr10	15600001	18600000	0.0239	0.1366	0.0450	0.2011
Chr10	15900001	18900000	0.0246	0.1451	0.0442	0.2095
Chr10	16200001	19200000	0.0254	0.1565	0.0405	0.2184
Chr10	16500001	19500000	0.0280	0.1524	0.0394	0.2155
Chr10	16800001	19800000	0.0304	0.1645	0.0410	0.2311
Chr10	17100001	20100000	0.0302	0.1433	0.0434	0.2122
Chr10	17400001	20400000	0.0313	0.1359	0.0420	0.2052
Chr10	17700001	20700000	0.0304	0.1431	0.0383	0.2080
Chr10	18000001	21000000	0.0278	0.1450	0.0387	0.2081
Chr10	18300001	21300000	0.0275	0.1224	0.0384	0.1854
Chr10	18600001	21600000	0.0284	0.1219	0.0366	0.1838
Chr10	18900001	21900000	0.0279	0.1164	0.0366	0.1779
Chr10	19200001	22200000	0.0300	0.1052	0.0359	0.1687
Chr10	19500001	22500000	0.0290	0.1027	0.0344	0.1640
Chr10	19800001	22800000	0.0298	0.1154	0.0347	0.1772
Chr10	20100001	23100000	0.0281	0.1211	0.0322	0.1789
Chr10	20400001	23400000	0.0265	0.1131	0.0319	0.1690
Chr10	20700001	23700000	0.0228	0.1121	0.0319	0.1642
Chr10	21000001	24000000	0.0201	0.1220	0.0312	0.1705
Chr10	21300001	24300000	0.0219	0.1214	0.0301	0.1706
Chr10	21600001	24600000	0.0215	0.1151	0.0285	0.1623
Chr10	21900001	24900000	0.0235	0.1220	0.0285	0.1712
Chr10	22200001	25200000	0.0217	0.1240	0.0284	0.1715
Chr10	22500001	25325277	0.0212	0.1306	0.0294	0.1775
Chr11	1	3000000	0.0315	0.1106	0.0330	0.1727
Chr11	300001	3300000	0.0306	0.1222	0.0396	0.1902
Chr11	600001	3600000	0.0282	0.1263	0.0379	0.1898
Chr11	900001	3900000	0.0285	0.1400	0.0371	0.2025
Chr11	1200001	4200000	0.0310	0.1395	0.0379	0.2059
Chr11	1500001	4500000	0.0265	0.1494	0.0417	0.2148
Chr11	1800001	4800000	0.0296	0.1552	0.0477	0.2292
Chr11	2100001	5100000	0.0293	0.1584	0.0487	0.2335
Chr11	2400001	5400000	0.0397	0.1734	0.0471	0.2571
Chr11	2700001	5700000	0.0416	0.1723	0.0452	0.2561
Chr11	3000001	6000000	0.0452	0.1762	0.0426	0.2612
Chr11	3300001	6300000	0.0475	0.1720	0.0369	0.2535
Chr11	3600001	6600000	0.0480	0.1856	0.0375	0.2688
Chr11	3900001	6900000	0.0481	0.1824	0.0372	0.2657
Chr11	4200001	7200000	0.0422	0.1668	0.0364	0.2433
Chr11	4500001	7500000	0.0418	0.1709	0.0351	0.2462
Chr11	4800001	7800000	0.0400	0.1625	0.0313	0.2325
Chr11	5100001	8100000	0.0391	0.1825	0.0350	0.2549
Chr11	5400001	8400000	0.0300	0.1868	0.0369	0.2517
Chr11	5700001	8700000	0.0284	0.1987	0.0416	0.2660
Chr11	6000001	9000000	0.0282	0.1963	0.0435	0.2653
Chr11	6300001	9300000	0.0298	0.2074	0.0442	0.2784
Chr11	6600001	9600000	0.0311	0.1952	0.0427	0.2660
Chr11	6900001	9900000	0.0384	0.1920	0.0422	0.2695
Chr11	7200001	10200000	0.0374	0.2232	0.0418	0.2996
Chr11	7500001	10500000	0.0389	0.2255	0.0429	0.3043
Chr11	7800001	10800000	0.0389	0.2461	0.0428	0.3243
Chr11	8100001	11100000	0.0375	0.2593	0.0404	0.3339
Chr11	8400001	11400000	0.0406	0.2921	0.0390	0.3688
Chr11	8700001	11700000	0.0398	0.3211	0.0415	0.3993
Chr11	9000001	12000000	0.0408	0.3554	0.0393	0.4321
Chr11	9300001	12300000	0.0376	0.3702	0.0354	0.4405
Chr11	9600001	12600000	0.0328	0.4010	0.0331	0.4639
Chr11	9900001	12900000	0.0232	0.4362	0.0307	0.4872
Chr11	10200001	13200000	0.0225	0.4654	0.0360	0.5206
Chr11	10500001	13500000	0.0195	0.5038	0.0386	0.5581
Chr11	10800001	13800000	0.0170	0.5416	0.0396	0.5950
Chr11	11100001	14100000	0.0171	0.5709	0.0476	0.6322
Chr11	11400001	14400000	0.0117	0.5892	0.0500	0.6475
Chr11	11700001	14700000	0.0136	0.6100	0.0478	0.6685
Chr11	12000001	15000000	0.0091	0.6296	0.0495	0.6848
Chr11	12300001	15300000	0.0078	0.6368	0.0523	0.6932
Chr11	12600001	15600000	0.0200	0.6246	0.0556	0.6965
Chr11	12900001	15900000	0.0271	0.6019	0.0598	0.6851
Chr11	13200001	16200000	0.0276	0.5765	0.0585	0.6590
Chr11	13500001	16500000	0.0343	0.5604	0.0562	0.6471
Chr11	13800001	16800000	0.0350	0.5513	0.0546	0.6372
Chr11	14100001	17100000	0.0351	0.5203	0.0496	0.6015
Chr11	14400001	17400000	0.0349	0.5183	0.0554	0.6023
Chr11	14700001	17700000	0.0336	0.4804	0.0550	0.5628
Chr11	15000001	18000000	0.0351	0.4555	0.0569	0.5419
Chr11	15300001	18300000	0.0355	0.4325	0.0611	0.5234
Chr11	15600001	18600000	0.0322	0.4331	0.0605	0.5201
Chr11	15900001	18900000	0.0333	0.4385	0.0607	0.5260
Chr11	16200001	19200000	0.0411	0.4240	0.0608	0.5187
Chr11	16500001	19500000	0.0391	0.3849	0.0583	0.4761
Chr11	16800001	19800000	0.0406	0.3530	0.0613	0.4485
Chr11	17100001	20100000	0.0455	0.3409	0.0568	0.4366
Chr11	17400001	20400000	0.0487	0.2877	0.0514	0.3839
Chr11	17700001	20700000	0.0516	0.2904	0.0478	0.3859
Chr11	18000001	21000000	0.0503	0.2664	0.0442	0.3568
Chr11	18300001	21300000	0.0620	0.2466	0.0392	0.3443
Chr11	18600001	21600000	0.0568	0.2274	0.0392	0.3198
Chr11	18900001	21900000	0.0501	0.2371	0.0386	0.3229
Chr11	19200001	22200000	0.0448	0.2137	0.0370	0.2934
Chr11	19500001	22500000	0.0434	0.2143	0.0372	0.2925
Chr11	19800001	22800000	0.0435	0.2114	0.0374	0.2901
Chr11	20100001	23100000	0.0400	0.1993	0.0383	0.2756
Chr11	20400001	23400000	0.0387	0.1849	0.0361	0.2579
Chr11	20700001	23700000	0.0378	0.1690	0.0367	0.2415
Chr11	21000001	24000000	0.0466	0.1708	0.0386	0.2539
Chr11	21300001	24300000	0.0390	0.1869	0.0400	0.2627
Chr11	21600001	24600000	0.0399	0.1839	0.0443	0.2644
Chr11	21900001	24900000	0.0411	0.1529	0.0422	0.2326
Chr11	22200001	25200000	0.0406	0.1662	0.0411	0.2442
Chr11	22500001	25500000	0.0412	0.1679	0.0432	0.2482
Chr11	22800001	25800000	0.0383	0.1606	0.0423	0.2372
Chr11	23100001	26100000	0.0373	0.1513	0.0441	0.2286
Chr11	23400001	26400000	0.0363	0.1604	0.0455	0.2382
Chr11	23700001	26700000	0.0351	0.1679	0.0470	0.2464
Chr11	24000001	27000000	0.0269	0.1655	0.0455	0.2341
Chr11	24300001	27300000	0.0235	0.1488	0.0459	0.2153
Chr11	24600001	27600000	0.0215	0.1815	0.0424	0.2421
Chr11	24900001	27900000	0.0227	0.1978	0.0437	0.2611
Chr11	25200001	28200000	0.0219	0.2148	0.0455	0.2779
Chr11	25500001	28500000	0.0193	0.2242	0.0441	0.2831
Chr11	25800001	28800000	0.0205	0.2264	0.0416	0.2836
Chr11	26100001	29100000	0.0211	0.2363	0.0442	0.2964
Chr11	26400001	29400000	0.0244	0.2494	0.0434	0.3120
Chr11	26700001	29700000	0.0212	0.2941	0.0390	0.3493
Chr11	27000001	30000000	0.0198	0.3352	0.0401	0.3905
Chr11	27300001	30300000	0.0195	0.3471	0.0416	0.4022
Chr11	27600001	30600000	0.0284	0.3208	0.0439	0.3868
Chr11	27900001	30900000	0.0279	0.3112	0.0484	0.3813
Chr11	28200001	31200000	0.0308	0.2956	0.0507	0.3722
Chr11	28500001	31500000	0.0319	0.2987	0.0505	0.3769
Chr11	28800001	31800000	0.0317	0.3100	0.0526	0.3903
Chr11	29100001	32100000	0.0354	0.3298	0.0566	0.4180
Chr11	29400001	32400000	0.0355	0.3144	0.0576	0.4037
Chr11	29700001	32700000	0.0360	0.2634	0.0609	0.3564
Chr11	30000001	33000000	0.0360	0.2411	0.0613	0.3341
Chr11	30300001	33037997	0.0384	0.2387	0.0599	0.3341
Chr12	1	3000000	0.0327	0.1128	0.0291	0.1725
Chr12	300001	3300000	0.0324	0.1122	0.0291	0.1714
Chr12	600001	3600000	0.0303	0.1223	0.0282	0.1787
Chr12	900001	3900000	0.0291	0.1231	0.0297	0.1794
Chr12	1200001	4200000	0.0258	0.1277	0.0304	0.1816
Chr12	1500001	4500000	0.0243	0.1473	0.0353	0.2041
Chr12	1800001	4800000	0.0255	0.1518	0.0370	0.2112
Chr12	2100001	5100000	0.0277	0.1610	0.0386	0.2240
Chr12	2400001	5400000	0.0254	0.1706	0.0406	0.2335
Chr12	2700001	5700000	0.0231	0.1794	0.0465	0.2459
Chr12	3000001	6000000	0.0248	0.1980	0.0474	0.2665
Chr12	3300001	6300000	0.0257	0.2102	0.0487	0.2813
Chr12	3600001	6600000	0.0328	0.2110	0.0534	0.2939
Chr12	3900001	6900000	0.0387	0.2113	0.0541	0.3011
Chr12	4200001	7200000	0.0425	0.2109	0.0545	0.3048
Chr12	4500001	7500000	0.0470	0.2038	0.0581	0.3062
Chr12	4800001	7800000	0.0473	0.2225	0.0568	0.3247
Chr12	5100001	8100000	0.0491	0.2289	0.0625	0.3381
Chr12	5400001	8400000	0.0568	0.2333	0.0614	0.3481
Chr12	5700001	8700000	0.0629	0.2532	0.0530	0.3658
Chr12	6000001	9000000	0.0640	0.2460	0.0530	0.3602
Chr12	6300001	9300000	0.0649	0.2653	0.0506	0.3781
Chr12	6600001	9600000	0.0621	0.2644	0.0474	0.3714
Chr12	6900001	9900000	0.0565	0.3005	0.0456	0.3997
Chr12	7200001	10200000	0.0561	0.3353	0.0435	0.4318
Chr12	7500001	10500000	0.0509	0.3561	0.0405	0.4422
Chr12	7800001	10800000	0.0521	0.3546	0.0477	0.4484
Chr12	8100001	11100000	0.0487	0.3632	0.0435	0.4499
Chr12	8400001	11400000	0.0415	0.3906	0.0506	0.4774
Chr12	8700001	11700000	0.0389	0.4093	0.0587	0.5011
Chr12	9000001	12000000	0.0347	0.4552	0.0597	0.5428
Chr12	9300001	12300000	0.0344	0.4726	0.0618	0.5611
Chr12	9600001	12600000	0.0345	0.4881	0.0617	0.5761
Chr12	9900001	12900000	0.0385	0.4902	0.0681	0.5890
Chr12	10200001	13200000	0.0378	0.4692	0.0707	0.5700
Chr12	10500001	13500000	0.0415	0.4545	0.0694	0.5600
Chr12	10800001	13800000	0.0406	0.4508	0.0635	0.5500
Chr12	11100001	14100000	0.0502	0.4428	0.0623	0.5504
Chr12	11400001	14400000	0.0568	0.4132	0.0541	0.5197
Chr12	11700001	14700000	0.0615	0.3911	0.0508	0.4990
Chr12	12000001	15000000	0.0664	0.3749	0.0512	0.4888
Chr12	12300001	15300000	0.0761	0.3269	0.0487	0.4490
Chr12	12600001	15600000	0.0811	0.3368	0.0487	0.4644
Chr12	12900001	15900000	0.0785	0.3437	0.0461	0.4659
Chr12	13200001	16200000	0.0813	0.3488	0.0443	0.4713
Chr12	13500001	16500000	0.0797	0.3822	0.0395	0.4984
Chr12	13800001	16800000	0.0784	0.3885	0.0369	0.5008
Chr12	14100001	17100000	0.0717	0.3943	0.0347	0.4975
Chr12	14400001	17400000	0.0704	0.4014	0.0337	0.5023
Chr12	14700001	17700000	0.0655	0.3715	0.0328	0.4666
Chr12	15000001	18000000	0.0662	0.3307	0.0320	0.4261
Chr12	15300001	18300000	0.0555	0.3202	0.0336	0.4059
Chr12	15600001	18600000	0.0454	0.2895	0.0351	0.3667
Chr12	15900001	18900000	0.0414	0.2388	0.0330	0.3100
Chr12	16200001	19200000	0.0409	0.2177	0.0345	0.2899
Chr12	16500001	19500000	0.0394	0.1707	0.0373	0.2442
Chr12	16800001	19800000	0.0410	0.1490	0.0387	0.2257
Chr12	17100001	20100000	0.0377	0.1511	0.0375	0.2235
Chr12	17400001	20400000	0.0361	0.1388	0.0422	0.2133
Chr12	17700001	20700000	0.0333	0.1348	0.0445	0.2086
Chr12	18000001	21000000	0.0353	0.1446	0.0422	0.2175
Chr12	18300001	21300000	0.0324	0.1750	0.0401	0.2436
Chr12	18600001	21600000	0.0297	0.1662	0.0380	0.2300
Chr12	18900001	21900000	0.0297	0.1803	0.0377	0.2438
Chr12	19200001	22200000	0.0291	0.1771	0.0376	0.2405
Chr12	19500001	22500000	0.0344	0.1775	0.0374	0.2459
Chr12	19800001	22800000	0.0344	0.1690	0.0374	0.2376
Chr12	20100001	23100000	0.0361	0.1478	0.0449	0.2253
Chr12	20400001	23400000	0.0401	0.1485	0.0432	0.2293
Chr12	20700001	23700000	0.0425	0.1488	0.0454	0.2349
Chr12	21000001	24000000	0.0358	0.1448	0.0443	0.2236
Chr12	21300001	24300000	0.0354	0.1285	0.0460	0.2082
Chr12	21600001	24600000	0.0406	0.1299	0.0468	0.2154
Chr12	21900001	24900000	0.0419	0.1208	0.0465	0.2076
Chr12	22200001	25200000	0.0403	0.1186	0.0456	0.2031
Chr12	22500001	25500000	0.0346	0.1144	0.0458	0.1932
Chr12	22800001	25800000	0.0319	0.1231	0.0482	0.2014
Chr12	23100001	26100000	0.0325	0.1360	0.0435	0.2102
Chr12	23400001	26400000	0.0264	0.1213	0.0415	0.1876
Chr12	23700001	26700000	0.0230	0.1270	0.0338	0.1822
Chr12	24000001	26998995	0.0211	0.1438	0.0333	0.1967
unanchor1	1	292181	0.0000	0.3627	0.0550	0.4113
unanchor2	1	288701	0.0000	0.1739	0.0813	0.2266
unanchor3	1	97221	0.0000	0.6719	0.2331	0.8562
unanchor4	1	49746	0.0000	0.6626	0.2645	0.8667
unanchor5	1	68829	0.0359	0.3736	0.1076	0.5171
unanchor6	1	98266	0.0028	0.1700	0.0084	0.1803
unanchor7	1	33723	0.0000	0.0000	0.0000	0.0000
unanchor8	1	73742	0.0000	0.0000	0.0000	0.0000
unanchor9	1	151913	0.0014	0.0111	0.0000	0.0124
unanchor10	1	90583	0.0000	0.0161	0.0000	0.0161
unanchor11	1	78046	0.0014	0.0000	0.0000	0.0014
unanchor12	1	75598	0.0000	0.0092	0.0000	0.0092
unanchor13	1	74951	0.0000	0.0037	0.0000	0.0037
unanchor14	1	59362	0.0000	0.0297	0.0000	0.0297
unanchor15	1	49551	0.0000	0.0056	0.0000	0.0056
unanchor16	1	42116	0.0000	0.2945	0.0413	0.3359
unanchor17	1	17947	0.0000	0.0000	0.0000	0.0000
unanchor18	1	17112	0.0000	0.0000	0.0000	0.0000
unanchor19	1	96177	0.0000	0.0000	0.0000	0.0000
unanchor20	1	72238	0.0015	0.0058	0.0000	0.0073
unanchor21	1	16690	0.0000	0.0000	0.0000	0.0000
unanchor22	1	14881	0.0000	0.0000	0.0000	0.0000
unanchor23	1	14718	0.0000	0.0000	0.0000	0.0000
unanchor24	1	14703	0.0000	0.0000	0.0000	0.0000
unanchor25	1	14565	0.0000	0.0000	0.0000	0.0000
unanchor26	1	14538	0.0000	0.0000	0.0000	0.0000
unanchor27	1	14468	0.0000	0.0000	0.0000	0.0000
unanchor28	1	14415	0.0000	0.0000	0.0000	0.0000
unanchor29	1	14272	0.0000	0.0000	0.0000	0.0000
unanchor30	1	14268	0.0000	0.0000	0.0000	0.0000
unanchor31	1	14132	0.0000	0.0000	0.0000	0.0000
unanchor32	1	14057	0.0000	0.0000	0.0000	0.0000
unanchor33	1	13532	0.0000	0.0000	0.0000	0.0000
unanchor34	1	13525	0.0000	0.0000	0.0000	0.0000
unanchor35	1	13493	0.0000	0.0000	0.0000	0.0000
unanchor36	1	13021	0.0000	0.0000	0.0000	0.0000
unanchor37	1	12311	0.0000	0.0000	0.0000	0.0000
unanchor38	1	12235	0.0000	0.0000	0.0000	0.0000
unanchor39	1	12197	0.0000	0.0000	0.0000	0.0000
unanchor40	1	12194	0.0000	0.0000	0.0000	0.0000
unanchor41	1	12154	0.0000	0.0000	0.0000	0.0000
unanchor42	1	12118	0.0000	0.0000	0.0000	0.0000
unanchor43	1	12019	0.0000	0.0000	0.0000	0.0000
unanchor44	1	11702	0.0000	0.0000	0.0000	0.0000
unanchor45	1	11553	0.0000	0.0000	0.0000	0.0000
unanchor46	1	11532	0.0000	0.0000	0.0000	0.0000
unanchor47	1	10942	0.0000	0.0000	0.0000	0.0000
unanchor48	1	10884	0.0000	0.0000	0.0000	0.0000
unanchor49	1	10877	0.0000	0.0000	0.0000	0.0000
unanchor50	1	10233	0.0000	0.0000	0.0000	0.0000
unanchor51	1	10147	0.0000	0.0000	0.0000	0.0000
unanchor52	1	9955	0.0000	0.0000	0.0000	0.0000
unanchor53	1	9923	0.0000	0.0000	0.0000	0.0000
unanchor54	1	9919	0.0000	0.0000	0.0000	0.0000
unanchor55	1	9888	0.0000	0.0000	0.0000	0.0000
unanchor56	1	9469	0.0000	0.0000	0.0000	0.0000
unanchor57	1	9280	0.0000	0.0000	0.0000	0.0000
unanchor58	1	9157	0.0000	0.0000	0.0000	0.0000
unanchor59	1	9033	0.0000	0.0000	0.0000	0.0000
unanchor60	1	9021	0.0000	0.9949	0.0000	0.9949
unanchor61	1	8853	0.0000	0.0000	0.0000	0.0000
unanchor62	1	8361	0.0000	0.0000	0.0000	0.0000
unanchor63	1	8217	0.0000	0.0000	0.0000	0.0000
unanchor64	1	8015	0.0000	0.9909	0.0000	0.9909
unanchor65	1	7986	0.0000	0.0000	0.0000	0.0000
unanchor66	1	7908	0.0000	0.0000	0.0000	0.0000
unanchor67	1	7019	0.0423	0.1049	0.0241	0.1348
unanchor68	1	6979	0.0000	0.0000	0.0000	0.0000
unanchor69	1	6926	0.0000	0.0000	0.0000	0.0000
unanchor70	1	6677	0.0000	0.0000	0.0000	0.0000
unanchor71	1	6562	0.0000	0.0000	0.0000	0.0000
unanchor72	1	6547	0.0000	0.0000	0.0000	0.0000
unanchor73	1	6421	0.0000	0.0000	0.0000	0.0000
unanchor74	1	6367	0.0000	0.0000	0.0000	0.0000
unanchor75	1	6233	0.0000	0.0000	0.0000	0.0000
unanchor76	1	6018	0.0000	0.0372	0.0231	0.0603
unanchor77	1	5996	0.0000	0.0000	0.0000	0.0000
unanchor78	1	5953	0.0000	0.0000	0.0000	0.0000
