Chr	From	To	Copia	Gypsy	unknown	Total_LTR
Chr8	21000001	24000000	0.0378	0.1384	0.0474	0.2204
Chr8	21300001	24300000	0.0380	0.1338	0.0469	0.2150
Chr8	21600001	24600000	0.0395	0.1492	0.0453	0.2311
Chr8	21900001	24900000	0.0451	0.1485	0.0456	0.2364
Chr8	22200001	25200000	0.0452	0.1629	0.0430	0.2482
Chr8	22500001	25500000	0.0389	0.1598	0.0437	0.2396
Chr8	22800001	25800000	0.0396	0.1597	0.0423	0.2389
Chr8	23100001	26100000	0.0387	0.1496	0.0398	0.2254
Chr8	23400001	26400000	0.0352	0.1469	0.0394	0.2191
Chr8	23700001	26700000	0.0372	0.1197	0.0384	0.1929
Chr8	24000001	27000000	0.0369	0.1238	0.0409	0.1988
Chr8	24300001	27300000	0.0320	0.1252	0.0413	0.1962
Chr8	24600001	27600000	0.0409	0.1197	0.0391	0.1975
Chr8	24900001	27900000	0.0323	0.1100	0.0384	0.1786
Chr8	25200001	28200000	0.0327	0.0916	0.0390	0.1609
Chr8	25500001	28500000	0.0344	0.0906	0.0364	0.1588
Chr8	25800001	28800000	0.0329	0.0859	0.0361	0.1524
Chr8	26100001	29100000	0.0341	0.0837	0.0344	0.1499
Chr8	26400001	29400000	0.0305	0.0805	0.0355	0.1438
Chr8	26700001	29700000	0.0295	0.0859	0.0377	0.1506
Chr8	27000001	30000000	0.0271	0.0824	0.0346	0.1418
Chr8	27300001	30240396	0.0281	0.1004	0.0434	0.1697
Chr9	1	3000000	0.0551	0.3722	0.0653	0.4904
Chr9	300001	3300000	0.0569	0.3380	0.0638	0.4563
Chr9	600001	3600000	0.0617	0.3226	0.0658	0.4476
Chr9	900001	3900000	0.0622	0.3202	0.0633	0.4432
Chr9	1200001	4200000	0.0682	0.3342	0.0611	0.4615
Chr9	1500001	4500000	0.0627	0.3383	0.0614	0.4603
Chr9	1800001	4800000	0.0592	0.3229	0.0599	0.4398
Chr9	2100001	5100000	0.0560	0.3158	0.0607	0.4304
Chr9	2400001	5400000	0.0571	0.3253	0.0547	0.4354
Chr9	2700001	5700000	0.0616	0.3247	0.0505	0.4345
Chr9	3000001	6000000	0.0600	0.2765	0.0539	0.3877
Chr9	3300001	6300000	0.0587	0.2625	0.0476	0.3667
Chr9	3600001	6600000	0.0559	0.2502	0.0428	0.3468
Chr9	3900001	6900000	0.0561	0.2484	0.0412	0.3439
Chr9	4200001	7200000	0.0483	0.2373	0.0446	0.3282
Chr9	4500001	7500000	0.0482	0.2560	0.0496	0.3511
Chr9	4800001	7800000	0.0509	0.2457	0.0578	0.3519
Chr9	5100001	8100000	0.0538	0.2446	0.0558	0.3516
Chr9	5400001	8400000	0.0448	0.2580	0.0614	0.3610
Chr9	5700001	8700000	0.0426	0.2444	0.0609	0.3442
Chr9	6000001	9000000	0.0535	0.2578	0.0563	0.3642
Chr9	6300001	9300000	0.0641	0.2518	0.0575	0.3691
Chr9	6600001	9600000	0.0588	0.2421	0.0611	0.3572
Chr9	6900001	9900000	0.0560	0.2432	0.0686	0.3624
Chr9	7200001	10200000	0.0641	0.2520	0.0645	0.3752
Chr9	7500001	10500000	0.0645	0.2308	0.0604	0.3510
Chr9	7800001	10800000	0.0633	0.2358	0.0579	0.3522
Chr9	8100001	11100000	0.0608	0.2212	0.0602	0.3373
Chr9	8400001	11400000	0.0626	0.1869	0.0549	0.2999
Chr9	8700001	11700000	0.0599	0.1716	0.0569	0.2850
Chr9	9000001	12000000	0.0474	0.1556	0.0567	0.2565
Chr9	9300001	12300000	0.0433	0.1503	0.0595	0.2504
Chr9	9600001	12600000	0.0473	0.1588	0.0559	0.2600
Chr9	9900001	12900000	0.0521	0.1685	0.0562	0.2751
Chr9	10200001	13200000	0.0404	0.1809	0.0698	0.2889
Chr9	10500001	13500000	0.0348	0.1777	0.0789	0.2889
Chr9	10800001	13800000	0.0347	0.1630	0.0750	0.2702
Chr9	11100001	14100000	0.0353	0.1686	0.0739	0.2753
Chr9	11400001	14400000	0.0342	0.1651	0.0723	0.2691
Chr9	11700001	14700000	0.0333	0.1639	0.0720	0.2666
Chr9	12000001	15000000	0.0329	0.1671	0.0723	0.2697
Chr9	12300001	15300000	0.0270	0.1645	0.0692	0.2585
Chr9	12600001	15600000	0.0243	0.1560	0.0704	0.2478
Chr9	12900001	15900000	0.0189	0.1321	0.0641	0.2121
Chr9	13200001	16200000	0.0212	0.1110	0.0499	0.1798
Chr9	13500001	16500000	0.0213	0.1162	0.0445	0.1799
Chr9	13800001	16800000	0.0202	0.1240	0.0420	0.1841
Chr9	14100001	17100000	0.0202	0.1126	0.0413	0.1720
Chr9	14400001	17400000	0.0198	0.1223	0.0410	0.1808
Chr9	14700001	17700000	0.0225	0.1286	0.0395	0.1882
Chr9	15000001	18000000	0.0219	0.1230	0.0398	0.1824
Chr9	15300001	18300000	0.0230	0.1186	0.0421	0.1810
Chr9	15600001	18600000	0.0201	0.1339	0.0461	0.1977
Chr9	15900001	18900000	0.0192	0.1323	0.0472	0.1961
Chr9	16200001	19200000	0.0179	0.1210	0.0470	0.1833
Chr9	16500001	19500000	0.0183	0.1057	0.0439	0.1647
Chr9	16800001	19800000	0.0175	0.1190	0.0415	0.1749
Chr9	17100001	20100000	0.0155	0.1248	0.0416	0.1790
Chr9	17400001	20400000	0.0152	0.1107	0.0435	0.1663
Chr9	17700001	20700000	0.0138	0.1059	0.0434	0.1602
Chr9	18000001	21000000	0.0150	0.0991	0.0472	0.1583
Chr9	18300001	21300000	0.0167	0.1001	0.0439	0.1579
Chr9	18600001	21600000	0.0182	0.0843	0.0385	0.1382
Chr9	18900001	21900000	0.0177	0.1038	0.0353	0.1544
Chr9	19200001	22200000	0.0199	0.1072	0.0352	0.1599
Chr9	19500001	22500000	0.0219	0.1087	0.0338	0.1626
Chr9	19800001	22800000	0.0221	0.0879	0.0357	0.1439
Chr9	20100001	23029981	0.0243	0.1043	0.0346	0.1611
Chr10	1	3000000	0.0512	0.2304	0.0766	0.3535
Chr10	300001	3300000	0.0545	0.2068	0.0790	0.3354
Chr10	600001	3600000	0.0502	0.2190	0.0827	0.3474
Chr10	900001	3900000	0.0470	0.2536	0.0772	0.3733
Chr10	1200001	4200000	0.0452	0.2339	0.0639	0.3387
Chr10	1500001	4500000	0.0424	0.2335	0.0634	0.3348
Chr10	1800001	4800000	0.0458	0.2325	0.0654	0.3385
Chr10	2100001	5100000	0.0483	0.2480	0.0619	0.3529
Chr10	2400001	5400000	0.0435	0.2552	0.0575	0.3514
Chr10	2700001	5700000	0.0525	0.2667	0.0600	0.3744
Chr10	3000001	6000000	0.0537	0.2768	0.0610	0.3865
Chr10	3300001	6300000	0.0572	0.2835	0.0595	0.3960
Chr10	3600001	6600000	0.0583	0.2716	0.0546	0.3803
Chr10	3900001	6900000	0.0604	0.2380	0.0596	0.3543
Chr10	4200001	7200000	0.0601	0.2624	0.0577	0.3772
Chr10	4500001	7500000	0.0591	0.2845	0.0598	0.4001
Chr10	4800001	7800000	0.0594	0.3013	0.0588	0.4166
Chr10	5100001	8100000	0.0624	0.3056	0.0641	0.4294
Chr10	5400001	8400000	0.0584	0.3589	0.0628	0.4776
Chr10	5700001	8700000	0.0520	0.3943	0.0596	0.5030
Chr10	6000001	9000000	0.0485	0.4369	0.0531	0.5360
Chr10	6300001	9300000	0.0413	0.4737	0.0524	0.5649
Chr10	6600001	9600000	0.0375	0.5193	0.0491	0.6036
Chr10	6900001	9900000	0.0352	0.5195	0.0477	0.5986
Chr10	7200001	10200000	0.0363	0.5067	0.0487	0.5877
Chr10	7500001	10500000	0.0377	0.5465	0.0460	0.6264
Chr10	7800001	10800000	0.0322	0.5874	0.0433	0.6592
Chr10	8100001	11100000	0.0290	0.6127	0.0388	0.6761
Chr10	8400001	11400000	0.0386	0.5488	0.0383	0.6209
Chr10	8700001	11700000	0.0372	0.5211	0.0382	0.5924
Chr10	9000001	12000000	0.0380	0.4812	0.0434	0.5575
Chr10	9300001	12300000	0.0412	0.4484	0.0437	0.5282
Chr10	9600001	12600000	0.0447	0.4193	0.0495	0.5083
Chr10	9900001	12900000	0.0476	0.4107	0.0505	0.5049
Chr10	10200001	13200000	0.0516	0.3991	0.0515	0.4983
Chr10	10500001	13500000	0.0508	0.3390	0.0532	0.4389
Chr10	10800001	13800000	0.0518	0.2787	0.0543	0.3807
Chr10	11100001	14100000	0.0503	0.2742	0.0579	0.3775
Chr10	11400001	14400000	0.0440	0.3173	0.0584	0.4145
Chr10	11700001	14700000	0.0454	0.2987	0.0579	0.3966
Chr10	12000001	15000000	0.0420	0.2899	0.0542	0.3816
Chr10	12300001	15300000	0.0462	0.2736	0.0575	0.3725
Chr10	12600001	15600000	0.0427	0.2408	0.0547	0.3332
Chr10	12900001	15900000	0.0468	0.2331	0.0522	0.3273
Chr10	13200001	16200000	0.0394	0.2183	0.0534	0.3059
Chr10	13500001	16500000	0.0395	0.2142	0.0517	0.3007
Chr10	13800001	16800000	0.0380	0.2188	0.0560	0.3070
Chr10	14100001	17100000	0.0425	0.1798	0.0525	0.2697
Chr10	14400001	17400000	0.0400	0.1543	0.0505	0.2402
Chr10	14700001	17700000	0.0382	0.1474	0.0521	0.2333
Chr10	15000001	18000000	0.0421	0.1437	0.0517	0.2331
Chr10	15300001	18300000	0.0364	0.1482	0.0490	0.2291
Chr10	15600001	18600000	0.0362	0.1565	0.0477	0.2357
Chr10	15900001	18900000	0.0295	0.1608	0.0460	0.2317
Chr10	16200001	19200000	0.0314	0.1622	0.0463	0.2355
Chr10	16500001	19500000	0.0342	0.1765	0.0468	0.2525
Chr10	16800001	19800000	0.0320	0.1567	0.0438	0.2286
Chr10	17100001	20100000	0.0312	0.1592	0.0413	0.2285
Chr10	17400001	20400000	0.0341	0.1459	0.0392	0.2160
Chr10	17700001	20700000	0.0358	0.1410	0.0366	0.2102
Chr10	18000001	21000000	0.0291	0.1424	0.0393	0.2076
Chr10	18300001	21300000	0.0275	0.1256	0.0395	0.1897
Chr10	18600001	21600000	0.0282	0.1231	0.0391	0.1876
Chr10	18900001	21900000	0.0293	0.1123	0.0402	0.1787
Chr10	19200001	22200000	0.0288	0.1150	0.0380	0.1792
Chr10	19500001	22500000	0.0287	0.1131	0.0395	0.1791
Chr10	19800001	22800000	0.0309	0.1220	0.0377	0.1885
Chr10	20100001	23100000	0.0265	0.1205	0.0358	0.1805
Chr10	20400001	23400000	0.0239	0.1081	0.0382	0.1680
Chr10	20700001	23700000	0.0203	0.1269	0.0359	0.1811
Chr10	21000001	24000000	0.0220	0.1198	0.0342	0.1740
Chr10	21300001	24300000	0.0234	0.1194	0.0321	0.1728
Chr10	21600001	24600000	0.0276	0.1149	0.0321	0.1725
Chr10	21900001	24900000	0.0262	0.1274	0.0331	0.1845
Chr10	22200001	25200000	0.0250	0.1271	0.0330	0.1828
Chr10	22500001	25287139	0.0211	0.1174	0.0288	0.1650
Chr11	1	3000000	0.0374	0.0932	0.0399	0.1686
Chr11	300001	3300000	0.0381	0.1003	0.0370	0.1737
Chr11	600001	3600000	0.0401	0.0940	0.0403	0.1721
Chr11	900001	3900000	0.0394	0.0955	0.0411	0.1732
Chr11	1200001	4200000	0.0369	0.1072	0.0414	0.1829
Chr11	1500001	4500000	0.0371	0.1120	0.0444	0.1911
Chr11	1800001	4800000	0.0351	0.1069	0.0473	0.1870
Chr11	2100001	5100000	0.0319	0.1136	0.0483	0.1915
Chr11	2400001	5400000	0.0368	0.1272	0.0469	0.2088
Chr11	2700001	5700000	0.0416	0.1475	0.0490	0.2362
Chr11	3000001	6000000	0.0473	0.1527	0.0489	0.2467
Chr11	3300001	6300000	0.0459	0.1504	0.0528	0.2466
Chr11	3600001	6600000	0.0460	0.1584	0.0510	0.2531
Chr11	3900001	6900000	0.0491	0.1806	0.0488	0.2766
Chr11	4200001	7200000	0.0500	0.1839	0.0501	0.2819
Chr11	4500001	7500000	0.0467	0.2202	0.0511	0.3155
Chr11	4800001	7800000	0.0486	0.2351	0.0489	0.3302
Chr11	5100001	8100000	0.0518	0.2243	0.0487	0.3224
Chr11	5400001	8400000	0.0460	0.2227	0.0481	0.3143
Chr11	5700001	8700000	0.0436	0.2030	0.0442	0.2880
Chr11	6000001	9000000	0.0405	0.2214	0.0454	0.3044
Chr11	6300001	9300000	0.0383	0.2648	0.0467	0.3456
Chr11	6600001	9600000	0.0363	0.2730	0.0521	0.3564
Chr11	6900001	9900000	0.0356	0.2861	0.0581	0.3745
Chr11	7200001	10200000	0.0289	0.2726	0.0616	0.3574
Chr11	7500001	10500000	0.0326	0.2414	0.0583	0.3271
Chr11	7800001	10800000	0.0293	0.2574	0.0680	0.3487
Chr11	8100001	11100000	0.0288	0.2788	0.0675	0.3693
Chr11	8400001	11400000	0.0338	0.2786	0.0668	0.3734
Chr11	8700001	11700000	0.0343	0.3062	0.0679	0.4025
Chr11	9000001	12000000	0.0326	0.3165	0.0671	0.4104
Chr11	9300001	12300000	0.0334	0.2982	0.0651	0.3921
Chr11	9600001	12600000	0.0352	0.2970	0.0597	0.3882
Chr11	9900001	12900000	0.0345	0.2954	0.0528	0.3794
Chr11	10200001	13200000	0.0357	0.3244	0.0598	0.4149
Chr11	10500001	13500000	0.0371	0.3489	0.0655	0.4464
Chr11	10800001	13800000	0.0379	0.3471	0.0573	0.4380
Chr11	11100001	14100000	0.0340	0.3780	0.0549	0.4626
Chr11	11400001	14400000	0.0287	0.4303	0.0574	0.5118
Chr11	11700001	14700000	0.0240	0.4795	0.0561	0.5554
Chr11	12000001	15000000	0.0217	0.5110	0.0627	0.5910
Chr11	12300001	15300000	0.0221	0.5382	0.0599	0.6163
Chr11	12600001	15600000	0.0184	0.5854	0.0605	0.6604
Chr11	12900001	15900000	0.0190	0.6118	0.0656	0.6923
Chr11	13200001	16200000	0.0176	0.6010	0.0556	0.6723
Chr11	13500001	16500000	0.0261	0.5722	0.0512	0.6474
Chr11	13800001	16800000	0.0237	0.5735	0.0511	0.6462
Chr11	14100001	17100000	0.0240	0.5709	0.0581	0.6508
Chr11	14400001	17400000	0.0263	0.5597	0.0549	0.6392
Chr11	14700001	17700000	0.0315	0.5228	0.0553	0.6078
Chr11	15000001	18000000	0.0327	0.4853	0.0526	0.5693
Chr11	15300001	18300000	0.0315	0.5003	0.0567	0.5861
Chr11	15600001	18600000	0.0359	0.4519	0.0558	0.5405
Chr11	15900001	18900000	0.0332	0.4197	0.0542	0.5037
Chr11	16200001	19200000	0.0363	0.4244	0.0536	0.5107
Chr11	16500001	19500000	0.0293	0.4278	0.0533	0.5069
Chr11	16800001	19800000	0.0382	0.4189	0.0528	0.5062
Chr11	17100001	20100000	0.0417	0.4079	0.0481	0.4940
Chr11	17400001	20400000	0.0413	0.3690	0.0483	0.4547
Chr11	17700001	20700000	0.0462	0.3421	0.0482	0.4325
Chr11	18000001	21000000	0.0512	0.3359	0.0431	0.4263
Chr11	18300001	21300000	0.0558	0.2775	0.0422	0.3727
Chr11	18600001	21600000	0.0570	0.2859	0.0413	0.3820
Chr11	18900001	21900000	0.0560	0.2765	0.0382	0.3688
Chr11	19200001	22200000	0.0639	0.2346	0.0366	0.3333
Chr11	19500001	22500000	0.0617	0.2339	0.0387	0.3322
Chr11	19800001	22800000	0.0536	0.2407	0.0379	0.3303
Chr11	20100001	23100000	0.0520	0.2139	0.0404	0.3041
Chr11	20400001	23400000	0.0528	0.2173	0.0400	0.3082
Chr11	20700001	23700000	0.0463	0.2112	0.0404	0.2957
Chr11	21000001	24000000	0.0417	0.2011	0.0412	0.2821
Chr11	21300001	24300000	0.0385	0.1922	0.0396	0.2681
Chr11	21600001	24600000	0.0407	0.1836	0.0401	0.2624
Chr11	21900001	24900000	0.0468	0.1754	0.0428	0.2629
Chr11	22200001	25200000	0.0402	0.1896	0.0471	0.2743
Chr11	22500001	25500000	0.0382	0.1845	0.0462	0.2664
Chr11	22800001	25800000	0.0407	0.1705	0.0458	0.2543
Chr11	23100001	26100000	0.0406	0.1636	0.0459	0.2471
Chr11	23400001	26400000	0.0402	0.1547	0.0486	0.2405
Chr11	23700001	26700000	0.0386	0.1536	0.0481	0.2374
Chr11	24000001	27000000	0.0375	0.1502	0.0486	0.2333
Chr11	24300001	27300000	0.0384	0.1542	0.0489	0.2385
Chr11	24600001	27600000	0.0321	0.1613	0.0507	0.2411
Chr11	24900001	27900000	0.0266	0.1531	0.0510	0.2272
Chr11	25200001	28200000	0.0243	0.1544	0.0496	0.2248
Chr11	25500001	28500000	0.0261	0.1516	0.0497	0.2239
Chr11	25800001	28800000	0.0216	0.1764	0.0498	0.2444
Chr11	26100001	29100000	0.0231	0.1980	0.0482	0.2664
Chr11	26400001	29400000	0.0223	0.1999	0.0466	0.2657
Chr11	26700001	29700000	0.0224	0.2037	0.0456	0.2681
Chr11	27000001	30000000	0.0239	0.2086	0.0488	0.2773
Chr11	27300001	30300000	0.0248	0.2233	0.0488	0.2923
Chr11	27600001	30600000	0.0232	0.2645	0.0432	0.3262
Chr11	27900001	30900000	0.0222	0.3129	0.0418	0.3728
Chr11	28200001	31200000	0.0203	0.3134	0.0425	0.3729
Chr11	28500001	31500000	0.0267	0.3221	0.0438	0.3889
Chr11	28800001	31800000	0.0298	0.2953	0.0482	0.3699
Chr11	29100001	32100000	0.0308	0.2850	0.0517	0.3637
Chr11	29400001	32400000	0.0316	0.2965	0.0518	0.3764
Chr11	29700001	32700000	0.0312	0.3058	0.0552	0.3889
Chr11	30000001	33000000	0.0334	0.3274	0.0566	0.4145
Chr11	30300001	33300000	0.0346	0.3137	0.0594	0.4055
Chr11	30600001	33600000	0.0372	0.2710	0.0646	0.3693
Chr11	30900001	33688037	0.0399	0.2337	0.0646	0.3346
Chr12	1	3000000	0.0306	0.1262	0.0330	0.1876
Chr12	300001	3300000	0.0331	0.1150	0.0348	0.1802
Chr12	600001	3600000	0.0314	0.1195	0.0340	0.1823
Chr12	900001	3900000	0.0304	0.1200	0.0382	0.1854
Chr12	1200001	4200000	0.0287	0.1227	0.0377	0.1866
Chr12	1500001	4500000	0.0268	0.1435	0.0402	0.2082
Chr12	1800001	4800000	0.0262	0.1455	0.0437	0.2131
Chr12	2100001	5100000	0.0274	0.1521	0.0465	0.2234
Chr12	2400001	5400000	0.0260	0.1618	0.0486	0.2339
Chr12	2700001	5700000	0.0233	0.1723	0.0538	0.2471
Chr12	3000001	6000000	0.0248	0.1907	0.0534	0.2662
Chr12	3300001	6300000	0.0266	0.2013	0.0541	0.2796
Chr12	3600001	6600000	0.0334	0.2006	0.0607	0.2922
Chr12	3900001	6900000	0.0381	0.2096	0.0614	0.3066
Chr12	4200001	7200000	0.0420	0.2186	0.0621	0.3201
Chr12	4500001	7500000	0.0467	0.2041	0.0575	0.3055
Chr12	4800001	7800000	0.0471	0.2268	0.0568	0.3280
Chr12	5100001	8100000	0.0479	0.2420	0.0572	0.3446
Chr12	5400001	8400000	0.0522	0.2516	0.0533	0.3544
Chr12	5700001	8700000	0.0539	0.2602	0.0494	0.3602
Chr12	6000001	9000000	0.0561	0.2538	0.0505	0.3571
Chr12	6300001	9300000	0.0543	0.2983	0.0526	0.4022
Chr12	6600001	9600000	0.0512	0.2988	0.0482	0.3951
Chr12	6900001	9900000	0.0462	0.3150	0.0451	0.4037
Chr12	7200001	10200000	0.0466	0.3262	0.0449	0.4143
Chr12	7500001	10500000	0.0465	0.3381	0.0440	0.4251
Chr12	7800001	10800000	0.0508	0.3220	0.0458	0.4151
Chr12	8100001	11100000	0.0480	0.3525	0.0473	0.4443
Chr12	8400001	11400000	0.0428	0.3927	0.0495	0.4815
Chr12	8700001	11700000	0.0404	0.4288	0.0459	0.5118
Chr12	9000001	12000000	0.0370	0.4440	0.0434	0.5220
Chr12	9300001	12300000	0.0398	0.4311	0.0388	0.5074
Chr12	9600001	12600000	0.0386	0.4838	0.0359	0.5561
Chr12	9900001	12900000	0.0396	0.4840	0.0347	0.5564
Chr12	10200001	13200000	0.0367	0.4748	0.0346	0.5444
Chr12	10500001	13500000	0.0335	0.4899	0.0391	0.5604
Chr12	10800001	13800000	0.0321	0.4934	0.0345	0.5581
Chr12	11100001	14100000	0.0440	0.4626	0.0351	0.5396
Chr12	11400001	14400000	0.0508	0.4272	0.0343	0.5100
Chr12	11700001	14700000	0.0571	0.4037	0.0364	0.4954
Chr12	12000001	15000000	0.0610	0.3897	0.0386	0.4872
Chr12	12300001	15300000	0.0575	0.3512	0.0452	0.4513
Chr12	12600001	15600000	0.0531	0.3513	0.0571	0.4578
Chr12	12900001	15900000	0.0493	0.3825	0.0656	0.4931
Chr12	13200001	16200000	0.0547	0.4001	0.0674	0.5182
Chr12	13500001	16500000	0.0548	0.4080	0.0629	0.5222
Chr12	13800001	16800000	0.0555	0.4287	0.0641	0.5447
Chr12	14100001	17100000	0.0458	0.4300	0.0608	0.5327
Chr12	14400001	17400000	0.0497	0.4309	0.0593	0.5359
Chr12	14700001	17700000	0.0497	0.3993	0.0670	0.5122
Chr12	15000001	18000000	0.0486	0.4020	0.0652	0.5123
Chr12	15300001	18300000	0.0541	0.3975	0.0601	0.5084
Chr12	15600001	18600000	0.0547	0.3466	0.0526	0.4513
Chr12	15900001	18900000	0.0554	0.3078	0.0510	0.4115
Chr12	16200001	19200000	0.0522	0.2800	0.0507	0.3800
Chr12	16500001	19500000	0.0544	0.2378	0.0528	0.3420
Chr12	16800001	19800000	0.0525	0.2051	0.0529	0.3075
Chr12	17100001	20100000	0.0494	0.1863	0.0520	0.2852
Chr12	17400001	20400000	0.0443	0.1666	0.0548	0.2631
Chr12	17700001	20700000	0.0393	0.1824	0.0446	0.2635
Chr12	18000001	21000000	0.0383	0.1669	0.0440	0.2466
Chr12	18300001	21300000	0.0336	0.1620	0.0466	0.2391
Chr12	18600001	21600000	0.0415	0.1503	0.0473	0.2350
Chr12	18900001	21900000	0.0422	0.1375	0.0418	0.2184
Chr12	19200001	22200000	0.0399	0.1384	0.0411	0.2164
Chr12	19500001	22500000	0.0355	0.1524	0.0409	0.2253
Chr12	19800001	22800000	0.0395	0.1484	0.0431	0.2273
Chr12	20100001	23100000	0.0412	0.1477	0.0472	0.2323
Chr12	20400001	23400000	0.0362	0.1345	0.0488	0.2158
Chr12	20700001	23700000	0.0383	0.1087	0.0506	0.1938
Chr12	21000001	24000000	0.0357	0.1113	0.0513	0.1945
Chr12	21300001	24300000	0.0399	0.1103	0.0538	0.2004
Chr12	21600001	24600000	0.0306	0.1051	0.0496	0.1828
Chr12	21900001	24900000	0.0295	0.1103	0.0501	0.1872
Chr12	22200001	25200000	0.0333	0.1015	0.0501	0.1823
Chr12	22500001	25500000	0.0340	0.1049	0.0482	0.1848
Chr12	22800001	25800000	0.0277	0.1027	0.0481	0.1766
Chr12	23100001	26100000	0.0264	0.1096	0.0442	0.1780
Chr12	23400001	26400000	0.0275	0.1244	0.0442	0.1938
Chr12	23700001	26700000	0.0249	0.1401	0.0442	0.2066
Chr12	24000001	27000000	0.0256	0.1386	0.0449	0.2064
Chr12	24300001	27221643	0.0193	0.1424	0.0382	0.1974
unanchor1	1	53743	0.0000	0.0000	0.0000	0.0000
unanchor2	1	17338	0.0000	0.9988	0.0000	0.9988
unanchor3	1	78021	0.0000	0.3176	0.0134	0.3310
unanchor4	1	38574	0.0033	0.0000	0.0084	0.0117
unanchor5	1	35869	0.1268	0.1736	0.0213	0.3217
unanchor6	1	32775	0.0309	0.0105	0.0421	0.0835
unanchor7	1	102635	0.0000	0.0000	0.0000	0.0000
unanchor8	1	55126	0.0000	0.0000	0.0000	0.0000
unanchor9	1	70329	0.0000	0.0000	0.0000	0.0000
unanchor10	1	56780	0.0000	0.0000	0.0000	0.0000
unanchor11	1	89047	0.0000	0.0896	0.0000	0.0896
unanchor12	1	63678	0.0000	0.2966	0.1981	0.4704
unanchor13	1	95736	0.0033	0.2081	0.0098	0.2212
unanchor14	1	48072	0.0000	0.0000	0.0000	0.0000
unanchor15	1	104279	0.0000	0.0000	0.0000	0.0000
unanchor16	1	78193	0.0000	0.2192	0.0639	0.2800
unanchor17	1	149033	0.0041	0.1351	0.0070	0.1463
unanchor18	1	15421	0.0000	0.0000	0.0000	0.0000
unanchor19	1	32112	0.0035	0.0409	0.0000	0.0443
unanchor20	1	65206	0.0000	0.0040	0.0000	0.0040
unanchor21	1	91641	0.0030	0.0057	0.0000	0.0087
unanchor22	1	87780	0.0063	0.0059	0.0000	0.0122
unanchor23	1	83962	0.0033	0.0062	0.0000	0.0094
unanchor24	1	79062	0.0000	0.0000	0.0000	0.0000
unanchor25	1	73463	0.0037	0.0309	0.0000	0.0346
unanchor26	1	73267	0.0000	0.1746	0.1620	0.3365
unanchor27	1	57458	0.0017	0.0090	0.0000	0.0108
unanchor28	1	17909	0.0000	0.0000	0.0000	0.0000
unanchor29	1	15500	0.0000	0.0000	0.0000	0.0000
unanchor30	1	84698	0.0032	0.0088	0.0000	0.0121
unanchor31	1	51370	0.0093	0.5649	0.0166	0.5909
unanchor32	1	18762	0.0000	0.0000	0.0000	0.0000
unanchor33	1	36861	0.0690	0.2129	0.1484	0.4182
unanchor34	1	41711	0.0057	0.0276	0.0144	0.0477
unanchor35	1	36963	0.0000	0.0000	0.0814	0.0814
unanchor36	1	53932	0.0000	0.1722	0.0000	0.1722
unanchor37	1	115318	0.0000	0.4627	0.0000	0.4627
unanchor38	1	14902	0.0000	0.0000	0.0000	0.0000
unanchor39	1	14376	0.0000	0.0000	0.0000	0.0000
unanchor40	1	13141	0.0000	0.0000	0.0000	0.0000
unanchor41	1	11893	0.0000	0.2179	0.0000	0.2179
unanchor42	1	11352	0.0000	0.0000	0.0000	0.0000
unanchor43	1	9610	0.0000	0.0000	0.0000	0.0000
unanchor44	1	8716	0.0000	0.0000	0.0000	0.0000
unanchor45	1	8469	0.0000	0.0000	0.0000	0.0000
unanchor46	1	7406	0.0000	0.0000	0.0000	0.0000
unanchor47	1	6825	0.0000	0.0000	0.0000	0.0000
unanchor48	1	6279	0.0000	0.0000	0.0000	0.0000
unanchor49	1	5861	0.0000	0.0000	0.0000	0.0000
unanchor50	1	5773	0.0208	0.0450	0.0000	0.0658
unanchor51	1	5588	0.0000	0.0000	0.0000	0.0000
unanchor52	1	4957	0.0000	0.0000	0.0000	0.0000
unanchor53	1	4943	0.0000	0.0000	0.0000	0.0000
unanchor54	1	4690	0.0000	0.1126	0.2045	0.3171
unanchor55	1	4673	0.0000	0.0000	0.0000	0.0000
unanchor56	1	4663	0.0000	0.0000	0.0000	0.0000
unanchor57	1	4098	0.0000	0.0000	0.0000	0.0000
unanchor58	1	3811	0.0000	0.0000	0.0000	0.0000
unanchor59	1	3808	0.0000	0.0000	0.0000	0.0000
unanchor60	1	2943	0.0000	0.0000	0.0000	0.0000
unanchor61	1	2907	0.0000	0.0000	0.3416	0.3416
unanchor62	1	2856	0.0000	0.0000	0.0000	0.0000
unanchor63	1	2364	0.0000	0.0000	0.0000	0.0000
unanchor64	1	2182	0.0000	0.0000	0.0000	0.0000
unanchor65	1	2162	0.0000	0.0569	0.0000	0.0569
unanchor66	1	2072	0.0000	0.0000	0.0000	0.0000
unanchor67	1	1953	0.0000	0.0000	0.0000	0.0000
unanchor68	1	1839	0.0000	0.0000	0.0000	0.0000
unanchor69	1	1666	0.0000	0.0000	0.0000	0.0000
unanchor70	1	1228	0.0000	0.0000	0.0000	0.0000
unanchor71	1	1073	0.0000	0.0000	0.0000	0.0000
unanchor72	1	69658	0.0000	0.0000	0.0000	0.0000
unanchor73	1	185416	0.0000	0.0000	0.0000	0.0000
unanchor74	1	56203	0.0018	0.0000	0.0000	0.0018
unanchor75	1	45313	0.0329	0.0024	0.0085	0.0367
unanchor76	1	80816	0.0012	0.0033	0.0000	0.0045
