AccID	Location	Exon	R900_Junc_Inclusive::Exclusive	Y58S_Junc_Inclusive::Exclusive	R900_Exp_Inclusive::Exclusive	Y58S_Exp_Inclusive::Exclusive	delta_PSI	P-Value	FDR	SplicingType
LOC_Os02g48400	Chr2:29638497-29638609	6	116::178	192::24	220::425	310::327	-0.494331065759637	0.000110384052771316	0.00196039772049737	A3SS
LOC_Os01g74640	Chr1:43227626-43227678	6	831::541	777::250	776::1155	743::908	-0.150600218003207	0.000112162369810927	0.00198679281107793	A3SS
LOC_Os05g47540	Chr5:27232351-27232795	4	36::3868	238::5416	109::3189	694::4955	-0.0328727812023404	0.000120355724114791	0.00212638866345144	Cassette
LOC_Os01g15310	Chr1:8571130-8571161	7	2830::13	3775::20	2592::1601	3624::1518	0.000697457685636116	0.000121423060596918	0.00213968823362756	A3SS
LOC_Os02g57410	Chr2:35179721-35179783	12	823::1661	918::1137	899::2353	964::1819	-0.115663984911997	0.000128813887478641	0.00226406217733777	A5SS
LOC_Os10g30910	Chr10:16127369-16127588	9-10	116::379	256::250	421::669	525::674	-0.271585419411506	0.0001293512662909	0.00226764771471831	Cassette
LOC_Os09g36240	Chr9:20900400-20900583	7-8	24::617	42::760	19::585	179::753	-0.0149275796468268	0.000130662080291368	0.00228473899779405	Cassette
LOC_Os02g38804	Chr2:23457103-23457622	4	0::298	23::149	8::297	38::130	-0.132057416267943	0.000142501769694692	0.00248537701913666	A3SS
LOC_Os10g24094	Chr10:12345132-12345266	1	0::1187	18::796	545::2272	727::1837	-0.0221130221130221	0.000148210911189227	0.00257833917623816	A3SS
LOC_Os03g21140	Chr3:12049001-12049111	5	207::3600	39::3704	312::5264	152::5224	0.0439540728193021	0.000150581660111931	0.00261289911245243	A3SS
LOC_Os03g63690	Chr3:35971472-35971580	7-8	0::651	66::522	21::569	48::539	-0.112244897959184	0.000153261691366265	0.00265263619509754	Cassette
LOC_Os07g13460	Chr7:7719394-7719448	2-3	854::1805	300::1847	962::3041	412::2510	0.181443517836182	0.000154493936704948	0.00266717704940877	Cassette
LOC_Os03g57300	Chr3:32688832-32689003	25	34::254	2::284	350::977	74::659	0.111062548562549	0.000157947372139684	0.00271989373492185	A3SS
LOC_Os12g21890	Chr12:12329688-12329768	1-2	45::1391	0::1419	60::489	6::1211	0.0313370473537604	0.000166275252317025	0.00285607137944546	AltStart
LOC_Os08g08820	Chr8:5116305-5116311	12	2048::10	2595::15	1794::1411	2266::2685	0.000888039945042052	0.000169329565330219	0.00290120832084672	A3SS
LOC_Os12g31660	Chr12:19067068-19067537	3	0::364	15::92	112::419	171::189	-0.14018691588785	0.000171126210898106	0.00292462433801235	A3SS
LOC_Os09g19900	Chr9:11911312-11911329	6	552::1647	213::1622	736::1817	484::1560	0.134832796631162	0.00018730672971192	0.00319313377318416	A5SS
LOC_Os07g30250	Chr7:17884818-17884830	5	17::426	0::416	309::927	31::483	0.0383747178329571	0.000191282046158882	0.00325275119493179	A5SS
LOC_Os07g01540	Chr7:342176-342244	2-3	80::36	16::92	74::125	25::125	0.541507024265645	0.000194550113995655	0.00330007450224051	Cassette
LOC_Os06g40450	Chr6:24094917-24094923	3	368::5327	746::4763	1879::4886	1893::4563	-0.0707966897809969	0.00019622565751629	0.00332021622493981	A5SS
LOC_Os01g55490	Chr1:31971991-31972023	5	1570::20	1121::103	1561::1567	1158::1270	0.0715487999287679	0.000201509336681472	0.00340115758835576	A5SS
LOC_Os07g13460	Chr7:7718982-7719093	2-3	829::440	824::149	826::962	642::412	-0.193595073282812	0.000205266781779011	0.00345600160807138	MXE
LOC_Os02g47420	Chr2:28957626-28957973	3	34::1350	29::446	208::738	482::520	-0.0364950295565566	0.00020769705217028	0.0034821609573709	AltStart
LOC_Os01g56620	Chr1:32664651-32664798	8-9	104::48	0::90	190::263	170::244	0.684210526315789	0.000207844361760157	0.0034821609573709	Cassette
LOC_Os11g08590	Chr11:4558038-4558047	11	604::29	413::10	514::199	341::305	-0.022172924159412	0.00022143453377449	0.00369891019814758	A3SS
LOC_Os04g53690	Chr4:31999809-32000751	2	44::1307	4::1509	714::2300	348::1868	0.0299247136707626	0.000221869356195856	0.00369891019814758	A3SS
LOC_Os07g40260	Chr7:24136627-24136692	2-3	0::428	55::424	8::587	113::615	-0.11482254697286	0.000222616190473761	0.00370228686455384	Cassette
LOC_Os09g32860	Chr9:19591051-19591527	3	29::59	131::0	61::155	180::135	-0.670454545454545	0.000225860935780413	0.00374708801263017	Cassette
LOC_Os12g38760	Chr12:23812941-23813070	7	107::64	228::9	89::154	143::137	-0.336294322303649	0.000226739962663723	0.00375251879814754	Cassette
LOC_Os05g10754	Chr5:5929145-5929190	2	1345::663	1177::220	2086::2034	1393::1181	-0.172616772418011	0.000232199275449319	0.00383354240681134	A5SS
LOC_Os03g63770	Chr3:36006859-36006950	2	696::1944	558::2931	1049::4370	813::4632	0.103750976816879	0.000243043721739698	0.00400286536385818	Cassette
LOC_Os02g40010	Chr2:24228313-24228346	7	856::9976	522::14480	1733::8626	1744::11916	0.0442297501642814	0.000243899908055034	0.00400726370673996	A5SS
LOC_Os05g29860	Chr5:17278562-17278609	6	46::276	144::134	111::325	191::261	-0.375128468653649	0.000246087692537686	0.00403346622805143	A3SS
ChrSy.fgenesh.gene.49	ChrSy:344992-345048	12	697::76	416::156	620::602	405::476	0.174409032106315	0.000254438705919548	0.00416031749438646	A5SS
LOC_Os11g43404	Chr11:26203747-26203847	1	338::24	997::35	431::705	999::778	-0.032383613859266	0.000271943613429083	0.00443587639938758	A5SS
LOC_Os09g38790	Chr9:22287769-22289007	6	176::1474	78::1638	1498::3036	506::2791	0.0612121212121212	0.000277661666339633	0.00451831257043585	A5SS
LOC_Os11g47930	Chr11:28903697-28903744	2	0::619	36::341	91::714	206::559	-0.0954907161803713	0.00028049066912729	0.00455345472888741	A3SS
LOC_Os11g04180	Chr11:1697852-1697930	4	688::108	998::18	214::347	319::368	-0.117533803486461	0.000285630687832411	0.00462585699675253	Cassette
LOC_Os04g46190	Chr4:27359259-27359364	4	1885::90	3463::44	872::1058	1538::1726	-0.0330232843535353	0.000308246271873208	0.00498026399354291	Cassette
LOC_Os01g68710	Chr1:39915528-39915590	3	7495::154	7599::412	3226::4266	3294::4618	0.031289514936642	0.000329274268417185	0.00530740183358694	Cassette
LOC_Os07g40220	Chr7:24115696-24115717	1	3172::850	2419::109	2809::2765	2160::1790	-0.168416592724744	0.00033073939033568	0.0053184144989676	A5SS
LOC_Os03g51890	Chr3:29754427-29754517	3	0::557	707::90	42::662	423::457	-0.887076537013802	0.000338454790322975	0.00542238142653432	Cassette
LOC_Os11g48090	Chr11:28991252-28991334	18	8::2430	73::1847	553::2689	611::2283	-0.0347421448087432	0.000338799192337119	0.00542238142653432	A5SS
LOC_Os08g02950	Chr8:1284951-1285012	4	1431::3	603::35	683::1107	347::229	0.052766883960074	0.000343102595731888	0.00547836585955001	Cassette_multi
LOC_Os04g37810	Chr4:22475629-22475649	6	238::0	122::40	201::233	112::151	0.246913580246914	0.000347186241198545	0.0055305873832143	A5SS
LOC_Os12g31660	Chr12:19068724-19069132	3	1::128	631::59	361::319	873::562	-0.906740815638692	0.000356693074385438	0.0056687530186209	A5SS
LOC_Os07g04700	Chr7:2084846-2084862	15	58::169	8::408	163::304	171::478	0.236275838698746	0.000358611549322372	0.00568595747899948	A5SS
LOC_Os12g29960	Chr12:17907745-17907805	2	447::0	332::83	689::663	494::460	0.2	0.000361871081441702	0.00572429557201501	A3SS
LOC_Os07g28910	Chr7:16954283-16954288	6	514::353	114::204	365::622	123::425	0.234485830047469	0.000364378470573733	0.00575058551471585	A3SS
LOC_Os02g20980	Chr2:12416471-12416547	8-9	747::120	461::208	537::1046	363::890	0.172503504171386	0.000369845454603265	0.00582335366252641	Cassette_multi
ChrUn.fgenesh.gene.20	ChrUn:128632-128712	8	122::0	117::0	150::226	229::6	0	0.000383268782190891	0.00602077195487862	AltStart
LOC_Os10g30550	Chr10:15890721-15891064	5	61::62	205::0	71::202	98::161	-0.504065040650407	0.000446470058476462	0.00699744087040759	Cassette
LOC_Os08g02380	Chr8:949587-949592	4	932::39	724::122	771::464	680::434	0.105053639366906	0.000450988125354609	0.00705200282451045	A5SS
LOC_Os04g34200	Chr4:20725251-20725262	3	77::203	96::56	74::163	77::87	-0.356578947368421	0.000508870265687387	0.00793884299817799	A3SS
LOC_Os06g40415	Chr6:24071790-24071874	3-4	113::815	38::1261	74::260	55::453	0.0925391597584801	0.000511790357276429	0.00796612816978094	Cassette
LOC_Os12g24170	Chr12:13769228-13769248	13	671::2	970::106	652::674	973::1186	0.0955412429503362	0.000522467238408492	0.0081137492138232	A3SS
LOC_Os10g30590	Chr10:15922476-15922487	4	91::6	31::123	109::188	48::144	0.736845628598206	0.000533446724332271	0.00825066458152176	A3SS
LOC_Os05g26890	Chr5:15612773-15612881	2	3582::84	3867::0	874::1529	1296::1584	-0.022894729669571	0.000533709558346012	0.00825066458152176	Cassette_multi
LOC_Os03g10790	Chr3:5519268-5519344	4-5	172::887	33::1279	115::914	47::1158	0.137111711919006	0.000590489334220801	0.00910772891467095	Cassette
LOC_Os05g37930	Chr5:22240565-22240583	3	1520::0	1835::119	1225::1940	2668::4048	0.0608851368636479	0.000603633348580926	0.00928939827386303	A3SS
LOC_Os11g23880	Chr11:13523651-13523829	3	500::574	199::3	613::1239	187::482	-0.519599166620573	0.000621861355175045	0.0095483091148999	Cassette
LOC_Os05g38630	Chr5:22651543-22651986	2-3	91::4430	53::6091	281::2483	195::3539	0.0115019881179496	0.000648447133587872	0.00993409324924483	Cassette_multi
LOC_Os02g05310	Chr2:2550483-2550580	2	978::6493	1358::5816	547::2392	664::2280	-0.0583972650574553	0.000679911986658313	0.0103927220971907	Cassette
LOC_Os12g42610	Chr12:26485609-26485657	4	1527::11	1207::68	775::690	685::705	0.0461811876896402	0.000717647958084991	0.0109449358988657	Cassette
LOC_Os08g01110	Chr8:82253-82567	7	0::1188	22::949	62::992	152::806	-0.0226453937210499	0.000733706309538755	0.0111648105536524	A5SS
LOC_Os09g31220	Chr9:18781000-18781052	4	253::285	113::558	1718::1827	971::1315	0.301197447775544	0.000740890394171195	0.0112489653150725	Cassette
LOC_Os06g14440	Chr6:8099377-8099446	2	1173::1333	349::1055	1078::2980	557::2052	0.21950111754581	0.000758814331947653	0.0114954456256301	Cassette
LOC_Os01g09320	Chr1:4742148-4742186	6	2896::290	3094::122	3077::3993	3240::4035	-0.0530493992353374	0.000778775353865144	0.011771622126646	A5SS
LOC_Os09g29780	Chr9:18098231-18098372	2-3	88::64	166::12	108::341	157::239	-0.353636901241869	0.000787326309914235	0.0118744868293495	Cassette_multi
LOC_Os02g11840	Chr2:6132038-6132056	17	10::1828	15::307	177::892	63::993	-0.0403149827419929	0.000794770115710694	0.0119602352368676	A3SS
LOC_Os11g07450	Chr11:3751406-3751420	7	17::1372	83::860	393::1431	294::930	-0.0757867512988549	0.000817283013121416	0.0122718742941542	A3SS
LOC_Os03g11050	Chr3:5680647-5681042	15	894::86	1148::42	782::176	1307::96	-0.0529261781204068	0.000825466414947315	0.0123674505605102	AltEnd
LOC_Os06g50724	Chr6:30690950-30691058	1-2	976::117	1178::29	92::106	129::117	-0.082616830499098	0.000838149420300788	0.0125061847914524	Cassette_multi
LOC_Os12g32544	Chr12:19647619-19647663	4-5	102::386	37::506	321::419	130::452	0.140876430275035	0.000838403449706308	0.0125061847914524	Cassette
LOC_Os04g52479	Chr4:31204030-31204034	1-2	267::581	471::476	582::905	638::985	-0.182501593911259	0.000841431263455748	0.0125238850197505	Cassette
LOC_Os12g36640	Chr12:22431529-22431538	1	1::1911	34::802	462::692	211::572	-0.0401468439070289	0.000848477610615595	0.0126011893174831	A5SS
LOC_Os08g05670	Chr8:3033478-3033584	12	1528::73	1177::208	897::876	634::710	0.104584003229029	0.000854186144373354	0.0126583314902561	Cassette
LOC_Os05g47545	Chr5:27232351-27232404	2-3	32::3868	243::5416	61::4339	389::6567	-0.0347353206374235	0.000885663007741831	0.0130962603883912	Cassette
LOC_Os05g01020	Chr5:46527-46630	2	576::0	1408::10	654::812	1180::802	0.00705218617771508	0.000909238562187602	0.0134157065075923	A3SS
LOC_Os10g34350	Chr10:18313388-18313549	4	461::172	514::33	214::468	265::337	-0.211392891284068	0.000922933757963569	0.0135883017785026	Cassette
LOC_Os05g35266	Chr5:20947247-20947327	2	0::146	41::44	25::150	55::73	-0.482352941176471	0.000942467103656125	0.0138459206027407	AltEnd
LOC_Os07g45000	Chr7:26848864-26848904	4-5	95::246	0::251	66::429	79::436	0.278592375366569	0.000953120733185465	0.0139722569550162	Cassette
LOC_Os05g01690	Chr5:418545-418595	15	2603::402	2719::785	1329::1141	1398::1419	0.090252642095746	0.000956484950178971	0.0139914207120803	Cassette
LOC_Os04g38610	Chr4:22941842-22941877	2	2258::283	1994::567	1181::1027	1079::1249	0.110024416438814	0.0009749573690939	0.0142310300956582	Cassette
LOC_Os09g25540	Chr9:15317443-15317582	before first	58::119	1::182	40::111	6::137	0.322219134944892	0.00107313103795684	0.015630486766986	Cassette
LOC_Os09g33960	Chr9:20049915-20050021	4-5	231::253	78::373	128::313	58::330	0.304323725055432	0.00109332341538309	0.0158905681013585	Cassette
LOC_Os02g47420	Chr2:28958037-28958117	2-3	47::1303	51::395	52::843	132::580	-0.0795478505718692	0.00113013918241374	0.0163906326626403	AltStart
LOC_Os04g45930	Chr4:27204396-27205807	13	1497::18	2017::0	589::254	635::110	-0.0118811881188119	0.00117388119749325	0.0169888083092533	AltEnd
LOC_Os03g11320	Chr3:5826904-5826958	8	903::1	1006::82	904::805	1023::888	0.074261452368558	0.00121196553110461	0.0175027378823218	A3SS
LOC_Os01g02390	Chr1:768477-768487	4	1100::9	885::5	888::1374	707::694	-0.0024974417685738	0.00127210574352706	0.0183323374310827	A3SS
LOC_Os07g40224	Chr7:24119164-24119356	3	16::142	111::59	344::483	437::376	-0.551675353685778	0.00127617371547661	0.0183520795193909	A3SS
LOC_Os07g28260	Chr7:16515314-16515432	12-13	54::1359	209::1192	30::1542	110::1564	-0.111142598959026	0.00127960146104149	0.0183625509240595	Cassette
LOC_Os08g13905	Chr8:8305962-8306042	5-6	45::100	13::237	117::78	73::136	0.258344827586207	0.00128769703288751	0.0184398215109492	AltEnd
LOC_Os09g35790	Chr9:20592300-20592439	2-3	47::176	385::302	114::587	469::1064	-0.349645237302629	0.00134762747849114	0.0192574834216318	Cassette
LOC_Os07g37760	Chr7:22654860-22654940	before first	10899::72	23884::0	1593::260	7295::159	-0.00656099216781536	0.00139076631071352	0.0198322692777219	AltEnd
LOC_Os04g31020	Chr4:18541785-18541857	7	357::90	91::110	1277::805	575::409	0.345921399712845	0.00142830858185058	0.0203250104053298	Cassette_multi
LOC_Os07g09710	Chr7:5166600-5166638	1	422::1109	2::81	644::954	71::274	0.251686904275064	0.00148232185867859	0.0210495893167678	A5SS
LOC_Os09g35980	Chr9:20734669-20734898	1	175::1	51::56	128::71	54::80	0.51768266779949	0.00158974061116248	0.0225279492440149	Cassette
LOC_Os08g06060	Chr8:3309624-3309637	5	44::121	105::37	80::225	100::160	-0.472769953051643	0.00167255219951198	0.0236521830791694	A3SS
LOC_Os02g58280	Chr2:35668660-35668756	8	61::221	128::107	675::1049	688::962	-0.328368794326241	0.00167839406482334	0.0236855527571127	A3SS
LOC_Os03g15190	Chr3:8311043-8311276	1	12::960	23::757	141::835	305::812	-0.0171415004748338	0.00173829522588024	0.0244800913590836	A5SS
LOC_Os09g22500	Chr9:13574494-13574580	1-2	86::2066	286::1828	56::1851	177::1751	-0.0953257272282852	0.00182121630994904	0.0255948622732921	Cassette
LOC_Os02g17650	Chr2:10163708-10163792	2-3	262::758	137::984	354::900	223::910	0.134650434660929	0.00183128402534513	0.0256832864750465	Cassette
LOC_Os11g04104	Chr11:1662885-1662925	3	926::0	588::40	427::237	327::191	0.0636435958631663	0.00188695658133105	0.0264096268852136	Cassette
LOC_Os02g33560	Chr2:19964659-19965001	3	30::2282	0::2337	120::2689	38::2694	0.0129757785467128	0.00189168845268053	0.0264214884088972	A3SS
LOC_Os01g15660	Chr1:8811380-8811396	6	413::15	110::35	596::672	510::624	0.206332581372865	0.00189843499215604	0.0264613828209946	A5SS
LOC_Os02g35590	Chr2:21412111-21412147	5	33::1765	149::1406	273::1992	338::1645	-0.0774662093286932	0.00190548809012814	0.026505378300719	A5SS
LOC_Os12g36110	Chr12:22134080-22134130	10	16::232	86::148	59::324	214::693	-0.303005238489109	0.00191437257842307	0.0265746168947628	A3SS
LOC_Os03g36419	Chr3:20185606-20185697	4-5	52::789	389::847	282::807	619::1075	-0.253170868447004	0.00194579578236624	0.026955810410703	Cassette
LOC_Os08g14460	Chr8:8682568-8682616	12	0::2316	75::2809	143::2662	249::3159	-0.026005547850208	0.00195027048238426	0.0269628858154019	A3SS
LOC_Os01g74530	Chr1:43164673-43164716	3-4	105::529	36::644	194::732	106::634	0.112673965485248	0.00197781264546086	0.0272881980008616	Cassette
LOC_Os12g31850	Chr12:19165092-19165297	2	103::45	46::89	76::36	47::97	0.355205205205205	0.00202099232219297	0.0278275096671185	AltStart
LOC_Os04g52479	Chr4:31204979-31205865	2	956::41	1659::0	967::1468	1112::1166	-0.0410753047253297	0.00203251486767295	0.0279296285452756	Cassette_multi
LOC_Os06g35020	Chr6:20367524-20367569	3-4	312::7	147::38	263::310	205::254	0.183461831737694	0.00205090028813877	0.0281254511288708	Cassette
LOC_Os07g44690	Chr7:26675702-26675809	2	614::38	1339::6	763::984	1841::1531	-0.0538212420462061	0.00207035263564413	0.0283350877819947	A3SS
LOC_Os01g13740	Chr1:7689469-7689795	3	0::180	40::203	7::67	63::90	-0.164609053497942	0.00214680749540088	0.0292716206889431	A3SS
LOC_Os08g33830	Chr8:21175032-21175133	8-9	611::2054	267::2332	829::2832	424::2878	0.126536472752184	0.0021473888156105	0.0292716206889431	Cassette
LOC_Os01g56360	Chr1:32476207-32476277	6	1485::60	1817::0	2327::1820	2098::1420	-0.0399268187688333	0.00222196401220476	0.0302275984220335	A3SS
LOC_Os04g55480	Chr4:32998036-32998086	4-5	0::401	30::233	24::390	77::298	-0.114068441064639	0.00223010668226045	0.0302778156741229	Cassette
LOC_Os03g26930	Chr3:15403321-15403844	8	71::87	105::102	83::234	174::174	-0.0578792882039993	0.00229460894307209	0.0310914940852119	AltEnd
LOC_Os03g54063	Chr3:30996386-30996489	1	211::178	36::321	456::730	248::730	0.441576116307706	0.00235020495855702	0.0317814992606458	A5SS
LOC_Os06g17950	Chr6:10436469-10436584	2	435::38	113::4	279::359	91::394	-0.0460653977021453	0.00237900159944222	0.0321070811099325	Cassette
LOC_Os04g33040	Chr4:20006576-20006677	3-4	0::839	50::665	35::768	116::742	-0.0698812019566737	0.00239552090828824	0.0322660063726269	Cassette
LOC_Os03g52594	Chr3:30172827-30172900	2	859::71	720::161	399::608	356::660	0.1064027925256	0.00240521031861748	0.0323324912791227	Cassette
LOC_Os08g17600	Chr8:10760061-10760503	3	585::1909	232::1736	384::2311	165::1907	0.11667677222081	0.00243027971048058	0.0326050544195047	Cassette
LOC_Os03g04440	Chr3:2061443-2061557	3	4::600	67::529	48::289	86::299	-0.105793590826259	0.00244236868911657	0.0327027398097853	Cassette
LOC_Os04g52230	Chr4:31029354-31029374	9	1::1312	28::596	383::1204	479::865	-0.0441101802487941	0.00247626758639333	0.0330914972940028	A5SS
LOC_Os03g51890	Chr3:29757191-29757287	before first	2055::9	1124::81	1051::601	619::434	0.0628037139881985	0.00255267027584572	0.0340456141496129	Cassette
LOC_Os01g02400	Chr1:768900-768938	before first	737::108	647::0	710::872	594::418	-0.127810650887574	0.00259162651620759	0.0344975412196556	A3SS
LOC_Os02g57410	Chr2:35182345-35182513	3	3221::109	2793::13	1606::1189	1387::951	-0.0281006286885496	0.00272817784020185	0.0362442688848691	Cassette
LOC_Os06g34570	Chr6:20108470-20108574	4-5	4::1511	53::1056	38::756	95::566	-0.0451505384983945	0.00287360012526965	0.0381018090683902	Cassette
LOC_Os08g06110	Chr8:3362462-3362537	before first	5919::1201	6630::249	2466::3740	2148::3040	-0.132455015862592	0.00290111982777117	0.0383918620009718	Cassette_multi
LOC_Os12g20150	Chr12:11740827-11740953	2-3	94::287	26::387	74::556	37::608	0.183765164947602	0.00316644444647608	0.0418216604367579	Cassette
LOC_Os02g03690	Chr2:1544570-1544609	6-7	95::779	6::636	82::784	10::608	0.0993498577813897	0.00317610361698077	0.0418627196138903	Cassette
LOC_Os10g24094	Chr10:12346150-12346594	before first	299::1097	0::784	394::1400	404::1176	0.214183381088825	0.00318186210531921	0.0418627196138903	A5SS
LOC_Os02g05790	Chr2:2857905-2857922	8	5::2644	12::1605	521::1586	775::1231	-0.00533964343292505	0.00321516987714896	0.042219277035458	A3SS
LOC_Os03g55180	Chr3:31402027-31402343	1	188::51	150::9	201::294	184::52	-0.156785347754006	0.00326391907402252	0.0427768353400793	AltStart
LOC_Os02g35150	Chr2:21114484-21114579	7	638::268	621::86	801::1105	765::904	-0.174165004012227	0.00345493640161692	0.0451932257765352	A3SS
LOC_Os04g28460	Chr4:16848043-16848068	14-15	56::406	117::250	119::481	173::403	-0.197588968706135	0.00353243373614977	0.0461182615610187	A3SS
LOC_Os08g01930	Chr8:576079-576187	6-7	531::60	192::160	1594::1608	1184::1208	0.353022611905861	0.0035922396586613	0.0468092225253145	A5SS
LOC_Os01g01560	Chr1:290354-290366	3-4	400::18	881::274	474::644	1281::1750	0.194167236272499	0.00364389347690351	0.0473010752478967	Cassette
LOC_Os01g01570	Chr1:290354-290366	4-5	400::18	881::274	474::627	1281::1711	0.194167236272499	0.00364389347690354	0.0473010752478967	Cassette
LOC_Os09g27970	Chr9:16995505-16995535	1	71::10	89::23	2211::2410	2476::1950	0.0573856209150326	0.00367597780961556	0.0475720738714831	A5SS
LOC_Os06g11330	Chr6:5953687-5953748	6	2570::1	1511::92	2760::3455	1710::2248	0.0570034355556106	0.0036787578442223	0.0475720738714831	A3SS
LOC_Os04g33110	Chr4:20046721-20046856	1	1007::3457	972::5177	1586::2593	1555::3619	0.0675079536201067	0.00376829564960352	0.04863747060456	A5SS
LOC_Os07g44690	Chr7:26673810-26674036	1	614::59	1336::10	855::387	1972::1221	-0.0809150486855937	0.00379980257034529	0.0489512444763043	A5SS
LOC_Os10g30156	Chr10:15674526-15674636	3-4	99::750	1::718	120::851	40::667	0.115216953267445	0.00388265824101899	0.0499240857380173	Cassette
