AccID	Location	Exon	R900_Junc_Inclusive::Exclusive	Y58S_Junc_Inclusive::Exclusive	R900_Exp_Inclusive::Exclusive	Y58S_Exp_Inclusive::Exclusive	delta_PSI	P-Value	FDR	SplicingType
LOC_Os01g33514	Chr1:18447668-18447706	2	486::244	480::256	713::837	667::770	0.01402226376140392	0.9999999506127545	1.0	A5SS
LOC_Os12g09089	Chr12:4753483-4755916	5	30::91	26::97	56::828	54::733	0.036551770476382445	0.9999999506465586	1.0	A5SS
LOC_Os08g42640	Chr8:26949031-26949984	2	7::776	6::944	80::812	88::1039	0.002624184983531626	0.9999999508538114	1.0	A3SS
LOC_Os07g38090	Chr7:22841462-22841474	2	80::65	59::59	148::750	114::671	0.051724137931034475	0.9999999508786018	1.0	A3SS
LOC_Os02g09690	Chr2:4974337-4974348	1	370::11	266::12	272::698	201::532	0.014294076549783763	0.9999999509486736	1.0	A3SS
LOC_Os06g21099	Chr6:12189437-12189442	6	559::11	519::5	637::761	596::727	-0.009756260881210621	0.9999999510399261	1.0	A3SS
LOC_Os03g48440	Chr3:27584677-27584719	2	244::0	222::0	242::216	223::215	0.0	0.9999999510669139	1.0	A5SS
LOC_Os12g19381	Chr12:11262800-11262832	1	11::1355	0::222	191::1151	30::186	0.008052708638360176	0.9999999511486485	1.0	A5SS
LOC_Os02g04240	Chr2:1861184-1861536	9	17::1543	12::1798	30::855	36::956	0.00426760164329225	0.9999999513547966	1.0	A5SS
LOC_Os05g49590	Chr5:28449331-28449342	5	417::11	309::6	388::673	278::546	-0.0066533155318201365	0.9999999514007476	1.0	A3SS
LOC_Os09g27900	Chr9:16963794-16963874	1-2	341::0	281::0	453::409	444::355	0.0	0.9999999514310545	1.0	Cassette
LOC_Os01g48380	Chr1:27727725-27727739	2	224::34	211::29	224::244	211::253	-0.010949612403100772	0.9999999515999394	1.0	A3SS
LOC_Os01g28580	Chr1:15995523-15996128	4	20::485	11::487	25::275	34::283	0.017515606982384985	0.9999999516186283	1.0	A3SS
LOC_Os02g20430	Chr2:12055616-12055674	3	1009::93	934::89	968::876	916::853	0.0026070079638371713	0.9999999516309139	1.0	A5SS
LOC_Os05g22960	Chr5:13090995-13091007	4	1276::16	1136::8	1517::1356	1321::1185	-0.005390893935785623	0.9999999516355359	1.0	A5SS
LOC_Os11g10770	Chr11:5916114-5916194	2-3	16::272	2::149	27::315	9::153	0.04231052244297277	0.9999999516625875	1.0	AltStart
LOC_Os01g70330	Chr1:40739633-40739643	3	463::5	574::6	310::682	384::757	-3.389330975537286E-4	0.9999999516834808	1.0	A3SS
LOC_Os02g07340	Chr2:3783328-3783433	9-10	235::0	472::0	92::74	204::148	0.0	0.9999999517419373	1.0	Cassette
LOC_Os10g12354	Chr10:6869359-6869369	2	159::483	141::419	323::569	290::505	-0.004122162883845121	0.9999999517965789	1.0	A5SS
LOC_Os03g59264	Chr3:33744968-33744982	8	809::33	576::24	659::973	467::690	8.076009501187809E-4	0.9999999518636983	1.0	A5SS
LOC_Os12g06630	Chr12:3217478-3217491	2	524::16	497::20	520::820	483::752	0.009055089906153668	0.9999999519171244	1.0	A3SS
LOC_Os10g15164	Chr10:8070766-8071422	1	1::342	2::240	241::680	195::505	-0.005349010914873624	0.9999999521349968	1.0	A5SS
LOC_Os09g04110	Chr9:2126780-2126793	4	3::1983	1::1789	664::1140	592::1055	9.519148002497933E-4	0.9999999521440716	1.0	A3SS
LOC_Os09g37280	Chr9:21542394-21542426	3	6::891	13::919	127::690	131::693	-0.007259534643374913	0.9999999521442602	1.0	A5SS
LOC_Os01g14810	Chr1:8278954-8278965	8	545::8	612::6	449::510	498::587	-0.004757808248038065	0.9999999522660648	1.0	A3SS
LOC_Os08g01054	Chr8:52790-52799	14	478::10	502::8	412::628	440::640	-0.004805528768884515	0.9999999523723692	1.0	A3SS
LOC_Os01g04880	Chr1:2267381-2267588	7	272::7	255::9	178::218	167::218	0.00900130335614202	0.9999999524267876	1.0	Cassette
LOC_Os03g19350	Chr3:10896206-10896220	5-6	32::79	37::109	65::165	89::201	0.0348636307540417	0.999999952553475	1.0	A3SS
LOC_Os05g30750	Chr5:17812623-17812707	3	0::165	2::157	19::466	30::556	-0.012578616352201259	0.999999952649476	1.0	AltStart
LOC_Os10g05800	Chr10:2926074-2926174	7	1022::0	998::0	863::952	838::990	0.0	0.9999999527535077	1.0	A5SS
LOC_Os03g13810	Chr3:7485315-7485414	4	163::0	130::2	173::101	124::72	0.015151515151515138	0.9999999527610287	1.0	A3SS
LOC_Os06g10480	Chr6:5401925-5402001	16	89::10	132::12	98::105	145::137	-0.017676767676767624	0.9999999527932725	1.0	A3SS
LOC_Os01g05420	Chr1:2563799-2563839	6	26::1861	35::1918	233::2204	247::2297	-0.004142662586685357	0.9999999528573972	1.0	A3SS
LOC_Os03g56660	Chr3:32272037-32272046	14	31::729	35::1030	319::771	439::1054	0.00792562391895231	0.9999999531524472	1.0	A3SS
LOC_Os06g35530	Chr6:20721302-20721344	10	7537::147	9233::210	7557::9207	9239::11355	0.003108034215870914	0.9999999533001014	1.0	A3SS
LOC_Os01g73760	Chr1:42724533-42724544	5	8::1156	7::1199	197::1134	244::1239	0.0010655894707085733	0.999999953393853	1.0	A3SS
LOC_Os03g64350	Chr3:36380387-36380392	3	56::159	72::179	56::268	70::317	-0.026387473362364522	0.9999999534346005	1.0	A3SS
LOC_Os04g32350	Chr4:19401257-19401318	1-2	2904::0	3848::0	1387::1600	1823::2243	0.0	0.9999999534446586	1.0	Cassette
LOC_Os02g54000	Chr2:33076233-33076272	10	885::29	810::19	1090::1296	1075::1305	-0.008809485473257439	0.9999999534720849	1.0	A3SS
LOC_Os04g55150	Chr4:32790779-32790788	6	622::8	656::17	538::787	563::820	0.012561617019269389	0.9999999535804374	1.0	A3SS
LOC_Os02g01550	Chr2:315161-316148	1	10::393	5::314	19::197	20::154	0.00913991459041515	0.9999999535994508	1.0	A5SS
LOC_Os02g06500	Chr2:3246727-3246764	9	475::15	518::15	487::541	543::600	-0.002469655779760327	0.9999999537395032	1.0	A3SS
LOC_Os07g01540	Chr7:338577-338585	11	25::201	12::171	110::195	91::189	0.045045698534745396	0.9999999537476698	1.0	A3SS
LOC_Os01g25530	Chr1:14476378-14476391	7	128::1223	94::759	710::1038	521::732	-0.015454662995497234	0.9999999539119315	1.0	A3SS
LOC_Os09g21230	Chr9:12817931-12817936	3	27::335	8::178	19::384	11::214	0.03157488267094398	0.9999999539360431	1.0	A3SS
LOC_Os01g71320	Chr1:41310654-41310977	3	12::1935	8::2300	51::1688	56::1932	0.0026939597649813713	0.9999999539609563	1.0	A5SS
LOC_Os06g41750	Chr6:25028124-25028131	9	1365::10	1394::13	1453::1600	1502::1578	0.0019667894294759236	0.99999995397188	1.0	A3SS
LOC_Os07g10520	Chr7:5664133-5667026	9	791::0	789::4	356::586	360::661	0.0050441361916772065	0.9999999540489111	1.0	AltEnd
LOC_Os02g07250	Chr2:3721748-3721761	5	17::314	21::325	99::311	103::306	-0.009334125002182905	0.999999954079185	1.0	A5SS
LOC_Os06g40170	Chr6:23910559-23911572	2	12::985	12::986	20::456	20::506	1.206022878253929E-5	0.9999999542186048	1.0	A5SS
LOC_Os04g55810	Chr4:33226952-33227002	8	0::513	0::354	9::536	11::382	0.0	0.9999999542459513	1.0	Cassette
LOC_Os06g05880	Chr6:2690388-2690447	1	9227::0	10913::24	11804::9789	14162::11754	0.0021943860290756234	0.9999999542808891	1.0	Cassette
LOC_Os03g27780	Chr3:15936134-15936395	9	363::12	316::14	410::371	321::296	0.010424242424242447	0.9999999543140752	1.0	A3SS
LOC_Os03g02980	Chr3:1212882-1212946	4	376::13	346::8	175::136	172::133	-0.010820153079749595	0.9999999543342364	1.0	Cassette
LOC_Os01g09370	Chr1:4763234-4763248	8	14::2588	12::1913	475::2598	363::2095	-8.532896772712297E-4	0.9999999544070558	1.0	A5SS
LOC_Os06g41360	Chr6:24791526-24791531	4	9::996	10::784	458::1039	369::865	-0.0036392345576901387	0.9999999544199634	1.0	A3SS
LOC_Os10g32190	Chr10:16906243-16906312	1	0::177	0::117	98::291	59::196	0.0	0.9999999545212083	1.0	A5SS
LOC_Os05g11060	Chr5:6193040-6193158	4-5	8::464	13::403	89::518	84::477	-0.014300847457627119	0.9999999545550284	1.0	MXE
LOC_Os01g01689	Chr1:356231-356306	40	0::366	0::270	27::396	16::350	0.0	0.9999999546033064	1.0	A3SS
LOC_Os09g34040	Chr9:20088796-20088818	5	796::33	822::30	717::1309	745::1393	-0.004637008104511509	0.9999999546434265	1.0	A3SS
LOC_Os01g36229	Chr1:20044529-20044535	4	812::8	902::8	1028::420	1136::479	-9.648887697668584E-4	0.9999999546725558	1.0	A3SS
LOC_Os06g35530	Chr6:20721098-20721109	9	7537::147	9233::210	6226::7126	7649::8727	0.003108034215870914	0.9999999547951041	1.0	A5SS
LOC_Os06g21470	Chr6:12407313-12407375	11	1358::10	1347::9	1629::1840	1602::1764	-6.727733788749468E-4	0.9999999548035874	1.0	A3SS
LOC_Os01g43870	Chr1:25134813-25134875	3	481::18	520::14	490::500	512::500	-0.009854915824157762	0.9999999549573281	1.0	A3SS
LOC_Os02g52510	Chr2:32128595-32128614	18	372::19	477::25	300::330	381::432	0.0013314090576469484	0.9999999550046719	1.0	A3SS
LOC_Os02g28850	Chr2:17075538-17075597	5-6	846::0	1112::0	395::404	542::517	0.0	0.9999999550093673	1.0	Cassette
LOC_Os03g29920	Chr3:17047107-17047899	1	3::518	8::402	33::148	20::114	-0.013754037732315903	0.9999999550306655	1.0	A5SS
LOC_Os07g48970	Chr7:29307298-29307310	9	305::19	251::7	500::496	384::420	-0.03151019236290553	0.9999999550649284	1.0	A5SS
LOC_Os01g74310	Chr1:43056290-43056303	6	584::0	529::0	465::654	425::669	0.0	0.9999999550979146	1.0	A5SS
LOC_Os09g10850	Chr9:5938654-5938665	4	7::1386	16::1784	382::1297	500::1794	-0.0038637632607481853	0.9999999551281175	1.0	A3SS
LOC_Os10g41820	Chr10:22505543-22505610	12	1107::16	1623::21	1023::1281	1473::2002	-0.0014738285743999269	0.9999999551300508	1.0	A5SS
LOC_Os01g60650	Chr1:35066944-35066976	2	2082::12	1996::14	2047::2338	1984::2235	0.0012345151035653146	0.9999999551664406	1.0	A5SS
LOC_Os04g15790	Chr4:8579480-8579497	1	157::16	219::16	139::267	190::318	-0.024688938963456364	0.999999955177846	1.0	A5SS
LOC_Os02g53420	Chr2:32690565-32690577	5	5204::6	5850::7	4529::5625	5076::6346	4.3519623319276945E-5	0.9999999551972724	1.0	A3SS
LOC_Os04g41220	Chr4:24455368-24456138	2	245::150	278::184	431::760	439::820	0.018521562825360216	0.9999999552199473	1.0	Cassette
LOC_Os03g61570	Chr3:34913831-34913847	1	5::4607	10::5347	1229::2697	1498::3260	-7.825880849739689E-4	0.9999999552301863	1.0	A5SS
LOC_Os03g21890	Chr3:12526105-12526158	5	2786::103	2457::77	2746::2926	2393::2502	-0.005265734573319691	0.999999955243345	1.0	A3SS
LOC_Os02g58090	Chr2:35557481-35557519	13	9252::12	8061::9	7917::8609	7061::7716	-1.7995534218595566E-4	0.9999999554340385	1.0	Cassette
LOC_Os03g14280	Chr3:7774430-7774436	5	1974::26	2414::35	1654::1654	1968::2037	0.001291547570436924	0.9999999554539648	1.0	A3SS
LOC_Os01g56800	Chr1:32781172-32781181	5	6::448	7::296	225::350	155::217	-0.009886451200186096	0.9999999556454009	1.0	A3SS
LOC_Os07g46555	Chr7:27804696-27804727	2	223::101	221::88	238::423	239::365	-0.026938751048783516	0.9999999558868543	1.0	A3SS
LOC_Os09g28019	Chr9:17011623-17011655	2-3	6::2058	10::2116	24::1907	22::2060	-0.0017966921175260886	0.99999995589704	1.0	Cassette
LOC_Os07g48690	Chr7:29164754-29164911	4	403::12	331::9	263::262	199::230	-0.0024450744153082793	0.999999955935131	1.0	Cassette
LOC_Os03g08580	Chr3:4416982-4417012	2	115::0	113::0	147::238	115::185	0.0	0.9999999559428412	1.0	A3SS
LOC_Os04g43150	Chr4:25545582-25545603	4	1767::30	1485::20	1649::3631	1387::3161	-0.00340545427317962	0.9999999559912168	1.0	A3SS
LOC_Os03g11500	Chr3:5959108-5959175	5-6	15::920	24::1200	472::999	624::1154	-0.0035822021116138775	0.9999999560166871	1.0	Cassette
LOC_Os02g49150	Chr2:30054366-30054375	7	11::3755	11::5925	1678::3390	2915::5539	0.0010677712201525066	0.9999999560379609	1.0	A3SS
LOC_Os01g07212	Chr1:3405485-3405565	6-7	132::0	166::0	83::1359	94::1313	0.0	0.9999999561405644	1.0	AltStart
LOC_Os04g46930	Chr4:27826145-27826162	2	231::10	253::13	336::309	404::379	0.0073784045175179225	0.999999956171245	1.0	A3SS
LOC_Os01g37760	Chr1:21122412-21122437	7	35::850	23::810	185::882	157::808	0.011936978181102953	0.9999999562828981	1.0	A5SS
LOC_Os04g08749	Chr4:4750698-4750727	4	3::795	13::974	33::706	49::1005	-0.00940071623296473	0.999999956291615	1.0	A3SS
LOC_Os10g42180	Chr10:22683773-22683815	3	0::408	0::307	60::588	36::466	0.0	0.9999999563281042	1.0	A5SS
LOC_Os03g48300	Chr3:27489032-27489051	3	175::619	153::559	200::744	180::663	0.0055153822205869785	0.9999999564200944	1.0	A5SS
LOC_Os03g58710	Chr3:33435299-33435308	2	119::1	94::4	77::109	65::112	0.032482993197278986	0.9999999564650848	1.0	A3SS
LOC_Os10g32520	Chr10:17031824-17031904	1-2	5::518	14::676	75::175	81::219	-0.010729625626957074	0.9999999565228181	1.0	AltStart
LOC_Os03g03530	Chr3:1525390-1525474	3	528::14	465::12	549::560	506::495	-6.730255981804989E-4	0.999999956556829	1.0	Cassette
LOC_Os03g57890	Chr3:32975265-32975271	2	1205::162	1149::156	703::1264	659::1187	0.0010325488316559328	0.999999956564169	1.0	A3SS
LOC_Os08g38320	Chr8:24274360-24274447	2	1::1090	1::1069	15::874	14::962	-1.7989155109348373E-5	0.9999999565894341	1.0	AltStart
LOC_Os05g04190	Chr5:1892514-1892543	9	720::14	683::18	767::813	714::757	0.0066040339413916405	0.9999999569249832	1.0	A3SS
LOC_Os06g05190	Chr6:2332403-2332408	5	744::12	849::13	399::744	482::956	-7.918093764962553E-4	0.9999999569355845	1.0	A3SS
LOC_Os03g61640	Chr3:34944173-34944232	11	11::2486	15::2596	185::1305	190::1360	-0.0013374395369389674	0.9999999569943586	1.0	A3SS
LOC_Os04g28234	Chr4:16690862-16690942	3-4	108::2	91::0	76::94	62::72	-0.018181818181818188	0.9999999570904402	1.0	AltStart
LOC_Os05g18750	Chr5:10868275-10868850	3	9::655	9::645	21::458	21::498	-2.0725102243837785E-4	0.999999957261643	1.0	A3SS
LOC_Os05g46490	Chr5:26934660-26934668	7	4056::18	2491::10	3768::4383	2339::2869	-4.198615104767933E-4	0.9999999572683678	1.0	A3SS
LOC_Os01g66379	Chr1:38543122-38543384	7	142::9	161::5	193::214	209::266	-0.029482167078911603	0.9999999574019172	1.0	Cassette_multi
LOC_Os03g53190	Chr3:30514330-30514862	2	62::22247	72::30432	260::8322	322::11425	4.1880124518162577E-4	0.9999999574992086	1.0	A5SS
LOC_Os07g48760	Chr7:29192534-29192613	8	118::7	128::11	141::195	156::236	0.023136690647481917	0.9999999575318373	1.0	A3SS
LOC_Os04g42420	Chr4:25105453-25106254	2	672::2	566::0	1312::1416	1078::1113	-0.0029673590504450953	0.9999999575455282	1.0	A3SS
LOC_Os01g64630	Chr1:37511606-37512219	4	3039::0	3089::0	1473::778	1382::787	0.0	0.9999999576890727	1.0	Cassette
LOC_Os09g29470	Chr9:17920787-17920826	3	1007::8	767::7	1029::1584	832::1273	0.001162154249564118	0.9999999577025843	1.0	A5SS
LOC_Os01g37825	Chr1:21165521-21165526	15	1128::11	817::12	384::1285	283::913	0.0048176770303030025	0.9999999577280575	1.0	A3SS
LOC_Os12g39320	Chr12:24194032-24194052	5	18::445	10::262	90::541	64::310	0.0021121839664591524	0.9999999577819707	1.0	A3SS
LOC_Os01g72880	Chr1:42270124-42270204	5	565::6	697::12	396::597	480::723	0.006417365915833195	0.9999999577900798	1.0	Cassette
LOC_Os05g44770	Chr5:26017739-26017769	3	488::0	441::1	586::752	559::661	0.002262443438914019	0.999999957926195	1.0	A3SS
LOC_Os02g50360	Chr2:30754397-30754402	9	176::877	156::846	230::942	216::877	0.011452877720342786	0.9999999580124646	1.0	A3SS
LOC_Os01g70140	Chr1:40597751-40597766	3	3887::16	4437::11	3359::3923	3824::4427	-0.001625894933103389	0.9999999580674583	1.0	A3SS
LOC_Os06g16280	Chr6:9272243-9272269	16	19::643	21::583	127::633	124::576	-0.006067305576118922	0.999999958122541	1.0	A3SS
LOC_Os05g39230	Chr5:23002474-23002551	11	230::4	386::15	117::125	184::231	0.020312466696506548	0.9999999581674694	1.0	Cassette
LOC_Os02g47500	Chr2:29023120-29023370	4	21::318	18::217	43::439	35::363	-0.014648842025983808	0.9999999582418208	1.0	A3SS
LOC_Os01g11250	Chr1:6020233-6020251	6	52::325	42::220	63::386	55::283	-0.022374309028691752	0.9999999584188908	1.0	A5SS
LOC_Os03g18270	Chr3:10245863-10245886	1	64::0	80::0	1781::1253	1388::1041	0.0	0.9999999584431097	1.0	A5SS
LOC_Os06g23800	Chr6:13906394-13906414	5	11::750	14::644	142::678	117::550	-0.00682193083009478	0.9999999584713357	1.0	A5SS
LOC_Os01g02910	Chr1:1068754-1068882	3	0::220	0::251	28::244	25::280	0.0	0.9999999585193935	1.0	Cassette
LOC_Os06g15360	Chr6:8726284-8726290	13	4749::0	6065::0	3710::3440	4703::4204	0.0	0.9999999585280224	1.0	A3SS
LOC_Os06g43630	Chr6:26249784-26249790	2	6::521	11::473	46::510	47::481	-0.01134207348628601	0.9999999585352533	1.0	A5SS
LOC_Os03g16369	Chr3:9033338-9033393	6	144::1352	138::1130	272::1431	253::1212	-0.012576123078999316	0.999999958566624	1.0	A3SS
LOC_Os03g13960	Chr3:7574368-7574373	5	279::163	242::132	346::532	334::501	-0.015837104072398245	0.999999958600388	1.0	A3SS
LOC_Os03g07420	Chr3:3765191-3765276	3-4	1::584	3::668	92::895	87::910	-0.002761537187766696	0.9999999586761801	1.0	MXE
LOC_Os05g38730	Chr5:22731307-22731337	5	153::10	163::10	249::337	233::289	-0.0035462250434412645	0.99999995870586	1.0	A5SS
LOC_Os04g06770	Chr4:3559574-3559622	5	22::9156	27::8950	196::7563	202::7630	-5.564388968853267E-4	0.9999999588664645	1.0	A5SS
LOC_Os06g12160	Chr6:6507402-6507409	17	8::487	7::489	255::645	246::576	0.0020487129358097104	0.9999999588978644	1.0	A3SS
LOC_Os01g39840	Chr1:22472871-22472980	2	0::96	0::104	10::643	9::612	0.0	0.9999999589840518	1.0	A3SS
LOC_Os09g11450	Chr9:6375054-6375081	21	3014::30	2883::24	3029::3433	2913::3306	-0.0015995193983258105	0.9999999590012628	1.0	A3SS
LOC_Os04g35510	Chr4:21612308-21612353	before first	1443::8	1394::4	1541::1901	1437::1850	-0.002652208678539436	0.9999999590676121	1.0	A3SS
LOC_Os03g57940	Chr3:33000380-33000390	3	4::94	10::148	566::1410	700::1705	-0.02247481270989409	0.99999995921308	1.0	A3SS
LOC_Os05g40410	Chr5:23745059-23745195	3	1640::15	1899::24	1724::1706	2033::1993	0.003417055111207379	0.9999999592386438	1.0	A3SS
LOC_Os04g50970	Chr4:30172764-30173955	1	7::4715	9::3623	114::3207	88::2275	-9.95550866037127E-4	0.9999999592944959	1.0	A5SS
LOC_Os03g52594	Chr3:30166964-30166989	12	7::1220	11::1274	108::1113	123::1143	-0.002855339808904069	0.9999999593166559	1.0	A3SS
LOC_Os07g01950	Chr7:586285-586305	2	2592::21	2621::23	2650::2509	2632::2466	6.622016184641977E-4	0.9999999594874516	1.0	A5SS
LOC_Os09g15170	Chr9:9210482-9210559	12	5654::14	5688::8	2718::2635	2742::2658	-0.0010655699489708903	0.9999999595993713	1.0	Cassette
LOC_Os03g48190	Chr3:27434530-27434655	2	2::380	1::323	149::448	183::481	0.0021491823411544184	0.9999999596766946	1.0	A5SS
LOC_Os09g01650	Chr9:470043-470309	7	3402::5	3472::7	1582::1512	1617::1547	6.872960327797273E-4	0.9999999597269358	1.0	Cassette_multi
LOC_Os07g23169	Chr7:13060402-13060482	6-7	26::388	16::347	16::281	13::288	0.018724797380923863	0.9999999598259826	1.0	AltEnd
LOC_Os04g51700	Chr4:30632972-30633015	18	751::11	653::6	790::746	695::685	-0.005312071787549	0.9999999598848883	1.0	A3SS
LOC_Os06g40730	Chr6:24280766-24280772	5	1625::15	1582::11	1262::1377	1229::1369	-0.0022442161003592975	0.999999959974202	1.0	A3SS
LOC_Os01g31494	Chr1:17226978-17227002	4	22::225	21::262	237::462	205::436	0.015125163939100184	0.9999999600872691	1.0	A3SS
LOC_Os09g26730	Chr9:16237906-16237913	4	4156::4	4910::11	2168::4028	2497::4720	0.0012733413397570947	0.9999999601255247	1.0	A3SS
LOC_Os02g47890	Chr2:29304225-29304327	5	1198::0	1207::1	1025::1002	1007::956	8.271298593879317E-4	0.9999999603219911	1.0	A5SS
LOC_Os03g44810	Chr3:25269312-25269806	4	15::142	1::69	74::298	37::159	0.08125568698817107	0.9999999603629878	1.0	A5SS
LOC_Os07g23169	Chr7:13067153-13067233	1-2	18::207	7::150	21::500	15::382	0.03541401273885351	0.9999999605245782	1.0	AltStart
LOC_Os01g70810	Chr1:40987978-40987983	7	68::384	49::304	185::572	142::509	0.011632279575822912	0.999999960563205	1.0	A3SS
LOC_Os02g11750	Chr2:6065686-6065691	6	3536::25	4060::23	3421::3721	3930::4348	-0.001387386952413916	0.9999999608184554	1.0	A3SS
LOC_Os01g10504	Chr1:5560377-5560386	9	403::2	389::3	275::387	267::363	0.0027147896195515164	0.9999999608784558	1.0	A5SS
LOC_Os09g08670	Chr9:4567053-4567062	11	696::1473	670::1471	1177::2711	1160::2574	0.007947321057687529	0.9999999608981653	1.0	A3SS
LOC_Os03g58340	Chr3:33243597-33243603	7	0::2469	0::2325	1457::3083	1351::2746	0.0	0.9999999609003195	1.0	A5SS
LOC_Os05g02670	Chr5:940819-940904	2	2::546	1::506	20::540	12::502	0.001677248448725147	0.9999999609085395	1.0	Cassette
LOC_Os01g56590	Chr1:32627284-32627439	5-6	978::1	822::0	518::497	408::439	-0.0010214504596527396	0.9999999609194902	1.0	Cassette
LOC_Os11g28300	Chr11:16277253-16277338	6	4061::18	2937::5	2097::2186	1575::1575	-0.0027133221526116635	0.9999999611038185	1.0	Cassette
LOC_Os01g50770	Chr1:29169684-29169698	10	1949::34	1663::25	1895::2848	1640::2534	-0.0023353122393424686	0.9999999611416418	1.0	A3SS
ChrSy.fgenesh.gene.69	ChrSy:461493-461573	2	187::0	179::0	6::6	6::6	0.0	0.9999999611755912	1.0	AltStart
LOC_Os10g28680	Chr10:14961713-14961719	2	692::8	828::8	436::311	510::358	-0.0018591934381407826	0.9999999613291751	1.0	A5SS
LOC_Os02g10690	Chr2:5625096-5625243	5	15::1673	20::1912	51::2765	49::3249	-0.001465710949535388	0.9999999614821723	1.0	A3SS
LOC_Os03g10970	Chr3:5637701-5637797	4	444::111	175::32	348::442	211::261	-0.04541062801932361	0.9999999614971936	1.0	Cassette
LOC_Os03g31010	Chr3:17669653-17669699	2	1126::11	972::10	1336::1244	1151::1048	5.087171550530734E-4	0.9999999615436419	1.0	A5SS
LOC_Os02g32930	Chr2:19552864-19552946	9	24::316	30::301	72::306	73::304	-0.02004620579349564	0.9999999616249207	1.0	A3SS
LOC_Os05g41890	Chr5:24531269-24531282	4	916::14	1143::14	743::785	896::972	-0.002953504149589614	0.9999999616409834	1.0	A5SS
LOC_Os02g05500	Chr2:2662003-2662047	7	321::4	330::7	350::331	366::365	0.008463821045423425	0.9999999616421658	1.0	A3SS
LOC_Os05g48820	Chr5:27980774-27980780	12	897::15	895::18	674::1045	666::1059	0.0032678561134490414	0.9999999617549054	1.0	A5SS
LOC_Os10g06710	Chr10:3474822-3474852	6	243::9	256::18	268::383	263::364	0.02997914494264864	0.9999999618006782	1.0	A3SS
LOC_Os02g28830	Chr2:17051887-17051922	1	994::1	1176::0	1380::2073	1603::2538	-0.0010050251256281673	0.999999961814249	1.0	A3SS
LOC_Os10g39440	Chr10:21051466-21051653	5	4443::0	4019::0	2211::1779	2003::1543	0.0	0.9999999618537687	1.0	Cassette
LOC_Os09g04210	Chr9:2219086-2219111	6	588::63	485::46	658::753	572::642	-0.010145191665147935	0.999999961893939	1.0	A5SS
LOC_Os01g59340	Chr1:34304920-34304960	12	10::1448	9::954	156::1321	122::956	-0.0024916294047813703	0.9999999619032613	1.0	A5SS
LOC_Os06g43680	Chr6:26301478-26301601	12	790::6	875::13	941::905	1013::940	0.007101951197428624	0.9999999620060981	1.0	A3SS
LOC_Os07g41564	Chr7:24910723-24910752	6	4::836	0::877	95::799	95::825	0.004746835443037975	0.999999962032135	1.0	A3SS
LOC_Os08g01030	Chr8:19725-21491	8	439::58	325::39	119::191	90::154	-0.009557344064386353	0.9999999620513054	1.0	Cassette_multi
LOC_Os03g04990	Chr3:2415606-2415748	1	3::124	4::161	16::104	26::130	-6.203769983297545E-4	0.9999999623003166	1.0	AltStart
LOC_Os12g41200	Chr12:25537619-25537640	6	2229::6	2374::15	2111::1327	2234::1377	0.003594213972879068	0.9999999624142765	1.0	A3SS
LOC_Os01g60280	Chr1:34878424-34878571	2	576::3	561::6	241::332	225::315	0.005400663431751496	0.9999999624565454	1.0	Cassette
LOC_Os07g32460	Chr7:19311622-19311653	5	1178::7	1043::8	1210::1368	1135::1326	0.0017046252915647875	0.9999999624661048	1.0	A3SS
LOC_Os03g43930	Chr3:24654535-24654616	8	5167::10	4770::4	4225::3785	3917::3523	-0.0010937266479170704	0.9999999625489782	1.0	A5SS
LOC_Os08g05280	Chr8:2763596-2763643	2	0::75	0::163	25::157	38::262	0.0	0.999999962556853	1.0	A3SS
LOC_Os03g42650	Chr3:23740488-23742257	2	704::6	517::4	343::239	297::196	-7.731610391716881E-4	0.9999999626288509	1.0	Cassette
LOC_Os01g45439	Chr1:25781590-25781934	2	14::1226	10::1145	33::320	35::300	0.0026323139226365026	0.9999999626383611	1.0	AltStart
LOC_Os03g30200	Chr3:17237305-17237314	1	189::0	121::0	195::92	122::69	0.0	0.9999999626414325	1.0	A5SS
LOC_Os06g05980	Chr6:2744530-2744538	2	0::252	0::237	128::249	124::256	0.0	0.9999999626416006	1.0	A5SS
LOC_Os12g39980	Chr12:24712522-24712588	15	0::594	0::1010	27::693	40::1054	0.0	0.9999999627230651	1.0	A5SS
LOC_Os09g24210	Chr9:14369742-14369751	7	18::1067	29::1203	425::1154	469::1219	-0.006949099287808964	0.9999999629233368	1.0	A3SS
LOC_Os04g49890	Chr4:29744261-29744580	2	0::83	0::106	85::321	113::395	0.0	0.9999999631987065	1.0	MXE
LOC_Os12g04260	Chr12:1804329-1804349	6	89::16	173::46	77::91	163::197	0.06130115311374018	0.9999999632085607	1.0	A3SS
LOC_Os09g12770	Chr9:7331334-7331342	4	1301::12	957::13	704::1026	518::785	0.004262686379660874	0.9999999632968622	1.0	A3SS
LOC_Os04g32880	Chr4:19855884-19855917	3	1189::19	1354::16	1289::1564	1469::1751	-0.004049644704403721	0.9999999633005711	1.0	A5SS
LOC_Os06g05190	Chr6:2329979-2330001	1	616::274	821::398	515::315	693::412	0.018631960254767654	0.9999999633030094	1.0	A5SS
LOC_Os07g05470	Chr7:2539420-2539450	2	1509::5	1429::0	1351::1211	1259::1123	-0.0033025099075296716	0.9999999633323972	1.0	A3SS
LOC_Os01g43630	Chr1:24995565-24995642	3	0::540	0::505	20::774	24::818	0.0	0.9999999633661604	1.0	Cassette_multi
